Locn_No,Average_household_size_10000m,Average_household_size_1000m,Average_household_size_3000m,Average_household_size_5000m,Average_household_size_500m,Buddhism_P_10000m,Buddhism_P_1000m,Buddhism_P_3000m,Buddhism_P_5000m,Buddhism_P_500m,Chinese_Tot_Resp_10000m,Chinese_Tot_Resp_1000m,Chinese_Tot_Resp_3000m,Chinese_Tot_Resp_5000m,Chinese_Tot_Resp_500m,Christianity_Tot_P_10000m,Christianity_Tot_P_1000m,Christianity_Tot_P_3000m,Christianity_Tot_P_5000m,Christianity_Tot_P_500m,English_Tot_Resp_10000m,English_Tot_Resp_1000m,English_Tot_Resp_3000m,English_Tot_Resp_5000m,English_Tot_Resp_500m,Filipino_Tot_Resp_10000m,Filipino_Tot_Resp_1000m,Filipino_Tot_Resp_3000m,Filipino_Tot_Resp_5000m,Filipino_Tot_Resp_500m,Greek_Tot_Resp_10000m,Greek_Tot_Resp_1000m,Greek_Tot_Resp_3000m,Greek_Tot_Resp_5000m,Greek_Tot_Resp_500m,Hinduism_P_10000m,Hinduism_P_1000m,Hinduism_P_3000m,Hinduism_P_5000m,Hinduism_P_500m,Indian_Tot_Resp_10000m,Indian_Tot_Resp_1000m,Indian_Tot_Resp_3000m,Indian_Tot_Resp_5000m,Indian_Tot_Resp_500m,Islam_P_10000m,Islam_P_1000m,Islam_P_3000m,Islam_P_5000m,Islam_P_500m,Judaism_P_10000m,Judaism_P_1000m,Judaism_P_3000m,Judaism_P_5000m,Judaism_P_500m,Korean_Tot_Resp_10000m,Korean_Tot_Resp_1000m,Korean_Tot_Resp_3000m,Korean_Tot_Resp_5000m,Korean_Tot_Resp_500m,Lebanese_Tot_Resp_10000m,Lebanese_Tot_Resp_1000m,Lebanese_Tot_Resp_3000m,Lebanese_Tot_Resp_5000m,Lebanese_Tot_Resp_500m,Median_age_persons_10000m,Median_age_persons_1000m,Median_age_persons_3000m,Median_age_persons_5000m,Median_age_persons_500m,Median_mortgage_repay_monthly_10000m,Median_mortgage_repay_monthly_1000m,Median_mortgage_repay_monthly_3000m,Median_mortgage_repay_monthly_5000m,Median_mortgage_repay_monthly_500m,Median_rent_weekly_10000m,Median_rent_weekly_1000m,Median_rent_weekly_3000m,Median_rent_weekly_5000m,Median_rent_weekly_500m,Median_tot_prsnl_inc_weekly_10000m,Median_tot_prsnl_inc_weekly_1000m,Median_tot_prsnl_inc_weekly_3000m,Median_tot_prsnl_inc_weekly_5000m,Median_tot_prsnl_inc_weekly_500m,NZ_Tot_Resp_10000m,NZ_Tot_Resp_1000m,NZ_Tot_Resp_3000m,NZ_Tot_Resp_5000m,NZ_Tot_Resp_500m,Othr_Rel_Sikhism_P_10000m,Othr_Rel_Sikhism_P_1000m,Othr_Rel_Sikhism_P_3000m,Othr_Rel_Sikhism_P_5000m,Othr_Rel_Sikhism_P_500m,Percent_Unem_loyment_P_10000m,Percent_Unem_loyment_P_1000m,Percent_Unem_loyment_P_3000m,Percent_Unem_loyment_P_5000m,Percent_Unem_loyment_P_500m,Sri_Lankan_Tot_Resp_10000m,Sri_Lankan_Tot_Resp_1000m,Sri_Lankan_Tot_Resp_3000m,Sri_Lankan_Tot_Resp_5000m,Sri_Lankan_Tot_Resp_500m,Sth_African_Tot_Resp_10000m,Sth_African_Tot_Resp_1000m,Sth_African_Tot_Resp_3000m,Sth_African_Tot_Resp_5000m,Sth_African_Tot_Resp_500m,Tot_persons_C06_P_10000m,Tot_persons_C06_P_1000m,Tot_persons_C06_P_3000m,Tot_persons_C06_P_5000m,Tot_persons_C06_P_500m,Tot_persons_C11_P_10000m,Tot_persons_C11_P_1000m,Tot_persons_C11_P_3000m,Tot_persons_C11_P_5000m,Tot_persons_C11_P_500m,Tot_persons_C16_P_10000m,Tot_persons_C16_P_1000m,Tot_persons_C16_P_3000m,Tot_persons_C16_P_5000m,Tot_persons_C16_P_500m,Total_DS_Flat_apart_10000m,Total_DS_Flat_apart_1000m,Total_DS_Flat_apart_3000m,Total_DS_Flat_apart_5000m,Total_DS_Flat_apart_500m,Total_DS_Sep_house_10000m,Total_DS_Sep_house_1000m,Total_DS_Sep_house_3000m,Total_DS_Sep_house_5000m,Total_DS_Sep_house_500m,Vietnamese_Tot_Resp_10000m,Vietnamese_Tot_Resp_1000m,Vietnamese_Tot_Resp_3000m,Vietnamese_Tot_Resp_5000m,Vietnamese_Tot_Resp_500m,average_MVs_per_dwelling_10000m,average_MVs_per_dwelling_1000m,average_MVs_per_dwelling_3000m,average_MVs_per_dwelling_5000m,average_MVs_per_dwelling_500m,english_speaker_percentage_10000m,english_speaker_percentage_1000m,english_speaker_percentage_3000m,english_speaker_percentage_5000m,english_speaker_percentage_500m,growth_rate_10yr_10000m,growth_rate_10yr_1000m,growth_rate_10yr_3000m,growth_rate_10yr_5000m,growth_rate_10yr_500m,growth_rate_5yr_10000m,growth_rate_5yr_1000m,growth_rate_5yr_3000m,growth_rate_5yr_5000m,growth_rate_5yr_500m,higher_education_P_10000m,higher_education_P_1000m,higher_education_P_3000m,higher_education_P_5000m,higher_education_P_500m,motor_commuters_sum_10000m,motor_commuters_sum_1000m,motor_commuters_sum_3000m,motor_commuters_sum_5000m,motor_commuters_sum_500m,tradies_P_10000m,tradies_P_1000m,tradies_P_3000m,tradies_P_5000m,tradies_P_500m
33260,2.37701735914,1.883404997,1.97006379951,2.09230468673,1.8559018425,496.039552674,391.846310492,380.523809131,661.904588471,357.202070479,1647.57715627,1242.89779716,1266.74214608,2014.95537342,1144.61626163,6219.62264323,5463.95243742,5260.77493447,6010.59688861,4653.42298242,4652.57838029,4845.35203538,4471.00535284,5054.77054244,4205.93549651,100.483336801,115.561605433,105.763583548,126.739912118,105.783777182,730.223595973,681.496653123,573.025886387,624.735234043,523.704865772,379.078663371,308.015404393,328.808106284,457.54063244,251.771956785,510.234686248,440.133029331,446.458517444,605.353424778,375.615920038,253.529496334,207.913986738,186.222500934,278.134434071,192.694323751,656.598436861,346.299376528,479.033138833,981.71275361,318.701523619,87.6583880106,74.7061903794,92.9107520211,144.941458387,65.8354707767,73.5981973873,46.6162848836,44.0438118465,49.2778862508,41.8280259158,36.4481581247,33.8009813741,35.7085485589,34.1488199579,32.9548134314,2270.99905384,2120.4062861,2201.68443112,2179.17866604,2058.4206547,414.809147441,417.445244875,429.853506801,420.344132702,408.593698657,896.988458136,1113.67047449,1100.1435885,1003.17363267,1120.92021099,145.474312962,200.519112679,161.725479781,178.686215953,180.837103996,28.6489360324,18.5951304302,21.2420123927,27.1050179217,15.2347274526,6.01597727361,5.05015315121,5.30455942478,6.18089896709,4.96416031796,105.661004881,92.6314653767,79.5912040684,99.3302063255,85.9794620359,109.416383132,73.163858067,67.211266764,110.61746203,70.1133794445,14000.9526107,12225.7782825,11982.9068838,14329.6108426,10449.8328093,14826.6301923,13185.9311319,12831.7933051,15456.6527384,11291.1725255,16190.0820213,15764.1262884,14888.3612584,18218.0135706,13635.8171587,2375.390371,5068.21037779,4423.11241939,4841.67302288,4625.86090574,2335.94732043,620.906817685,730.201042888,1193.37417942,530.945402883,282.343018548,115.014702804,108.46110023,317.012275899,107.852722609,1.41268913268,1.06779527312,1.14605220426,1.15159771328,1.0436879934,0.291980059376,0.263307586852,0.269391134494,0.308226678579,0.263815689289,-0.939011453018,-0.907022439257,-0.916507409282,-0.937100387537,-0.907581448273,-0.978402655777,-0.976150008381,-0.976344563426,-0.974926673515,-0.974848930215,10273.6541762,10825.5360195,9662.83649394,11996.3231486,10278.3065939,4760.77891215,4126.68973174,3806.32313623,4640.54808927,3784.36933556,858.915000489,831.103400756,775.841764539,1034.94614942,752.838321446
33261,2.44848521511,2.59730524894,2.53413555912,2.46587398825,2.61094097673,572.261346407,564.717518366,483.418606227,560.589987638,644.548625651,2176.43770052,2517.39068038,1995.57222498,1950.10181789,2911.87875504,7025.30590293,8942.24559475,7361.47908437,7161.81593698,10081.8669183,4423.75681257,5768.4270567,4993.89853397,5005.11104753,6305.67130326,114.777688837,83.1405794834,74.5285727634,87.1823681883,92.6897346536,922.464231639,935.984260145,848.796624902,974.637879624,1034.20101722,392.16122677,299.535219471,307.202741629,319.910046779,343.504131672,541.970643803,520.994083052,485.329105699,476.325522105,593.237804078,422.299050786,113.606686291,153.994237671,248.904917478,123.447560816,339.416742868,153.121895079,119.551164961,119.516808119,170.323454677,99.5512766488,82.0305247099,70.4393379711,69.8194348851,94.1740823297,160.533381043,74.2633932555,72.3188111231,97.2943319838,81.9319084917,36.5966041609,38.9070383014,37.9300508195,37.3373356507,39.0547048837,2143.80863053,2489.40160757,2396.30716585,2311.47996481,2500.0,395.437179745,437.405872309,421.755091816,412.406230845,437.507656047,790.183495828,924.217679142,914.848913305,901.910908259,917.514199539,130.496960349,141.339716937,128.462719858,147.362606224,153.385507746,55.8818728372,40.4077175908,33.5836028144,33.916014676,46.7144446361,6.57584515642,5.04440359268,5.24021259536,5.41608118163,5.08905902327,126.34836278,119.603554834,111.349213888,119.318854643,134.665024671,75.2300263849,88.3338209411,69.4399009702,65.4058093498,98.9692515785,14767.0487134,17617.0026382,15026.5350092,15297.1494291,19568.4416866,15601.3241051,18441.1285492,15751.5476691,15936.78697,20475.1528739,16982.2681796,19369.7808554,16692.8384669,17121.342503,21444.640559,1852.67173431,1548.80400054,1614.70035076,1893.15782381,1706.56515234,3058.38348355,3482.87980889,2936.05391199,2911.76171144,3927.05998826,273.355332238,361.031497377,292.918666607,366.45955992,413.852296332,1.47658775202,1.69846143496,1.6216235714,1.52458054586,1.71286782213,0.345655843556,0.266640551306,0.268106873416,0.286874738366,0.273233073962,-0.94726350825,-0.966973509463,-0.962653031631,-0.955293427559,-0.968168408629,-0.974054249883,-0.98558695834,-0.985076073882,-0.98258133189,-0.985300576228,9713.81401192,11905.6563589,10789.6911743,10718.8498726,12430.806811,4884.50888955,6436.93085296,5606.97333636,5277.69936513,6752.38802748,987.391168261,713.759468523,709.94873187,838.479837408,741.131133518
33276,2.398565145,2.4,2.39781064372,2.39318291139,2.4,49.3875642812,72.0,70.0982245617,61.7475089134,72.0,53.2901206838,79.0,76.5171265111,66.4447710421,79.0,6085.10159005,8542.0,8284.99618035,7285.925425,8542.0,4286.56749869,6148.0,5949.37012089,5188.04634552,6148.0,49.9771032483,71.0,68.6227807021,59.5103701026,71.0,30.1012203524,42.0,40.8378038988,36.1569392272,42.0,19.3897319367,28.0,27.3132477584,24.1454689492,28.0,37.6445840545,62.0,59.5171265111,49.7983667649,62.0,9.56862467643,13.0,12.6302103314,11.0162821699,13.0,1.70216376719,3.0,2.84151871347,2.26349098375,3.0,5.30552280242,9.0,8.52455614042,6.79047295124,9.0,8.17950402541,14.0,13.4189019494,11.1668685443,14.0,44.4582745217,44.0,44.0656806883,44.2862107818,44.0,1397.73642683,1387.0,1390.78758636,1401.68023033,1387.0,243.967213255,250.0,250.547339069,250.95537269,250.0,600.932631861,606.0,605.868638623,605.01908782,606.0,47.4620908058,67.0,64.6756077976,56.242067227,67.0,5.45997471155,7.0,6.94717290449,6.48930020242,7.0,4.7079942727,4.9,4.8802957935,4.80052041158,4.9,15.1075154515,24.0,23.2075935674,19.9196597305,24.0,11.2715063033,12.0,12.3697896686,12.8787311961,12.0,9395.68213186,13318.0,12851.0613028,11160.0211897,13318.0,9839.68114945,14192.0,13712.5941083,11902.53457,14192.0,10244.8972457,14574.0,14113.0835917,12341.5099721,14574.0,76.2169404508,42.0,48.7090411296,66.1069672305,42.0,3292.87260075,4678.0,4528.23518423,3956.49588813,4678.0,6.37148694972,10.0,9.68303742695,8.35018410605,10.0,1.83105747396,1.79630346429,1.79519062699,1.79863096165,1.79630346429,0.029369605993,0.0300318070863,0.0299997196526,0.0297381202559,0.0300318070863,-0.0621694489133,-0.101265822785,-0.103170965363,-0.104363380756,-0.101265822785,-0.988340997018,-0.988451528953,-0.988465538484,-0.988529329513,-0.988451528953,4277.62181496,5030.0,4963.42167559,4688.16275881,5030.0,4230.47292089,4998.0,4930.37078457,4651.48807182,4998.0,1084.85942654,1280.0,1261.78455577,1187.93376803,1280.0
33282,2.37364452908,2.3,2.3,2.30434699642,2.3,27.0960718672,69.0,69.0,63.5456940181,69.0,37.8085534396,115.0,115.0,104.952594244,115.0,4160.81425674,9773.0,9773.0,9042.50575673,9773.0,2796.36829851,6653.0,6653.0,6151.0124705,6653.0,40.7218304666,126.0,126.0,114.900008879,126.0,16.2421683046,53.0,53.0,48.2155210685,53.0,20.1280958229,76.0,76.0,68.7275920241,76.0,39.7265049137,150.0,150.0,135.646563205,150.0,19.5984090907,74.0,74.0,66.9189711813,74.0,1.32421683046,5.0,5.0,4.52155210685,5.0,1.58906019655,6.0,6.0,5.42586252822,6.0,5.29686732182,20.0,20.0,18.0862084274,20.0,42.4728905816,41.0,41.0,41.0869399285,41.0,1163.17773546,1200.0,1200.0,1197.82650179,1200.0,170.542188368,200.0,200.0,198.26120143,200.0,613.267324447,621.0,621.0,620.543565375,621.0,16.1507708845,36.0,36.0,33.416381377,36.0,3.97265049137,15.0,15.0,13.5646563205,15.0,4.67402150282,5.3,5.3,5.26305053039,5.3,6.0913974201,23.0,23.0,20.7991396915,23.0,6.62108415228,25.0,25.0,22.6077605342,25.0,6409.42193486,15271.0,15271.0,14117.5578192,15271.0,6717.77489555,15894.0,15894.0,14699.6026795,15894.0,6812.05913388,16250.0,16250.0,15021.5371895,16250.0,108.964695945,392.0,392.0,355.159512227,392.0,2381.60300368,5606.0,5606.0,5186.30550813,5606.0,2.913277027,11.0,11.0,9.94741463506,11.0,1.98949056722,1.72852440591,1.72852440591,1.7439283875,1.72852440591,0.034283907342,0.0452267846684,0.0452267846684,0.0445808623004,0.0452267846684,0.0770533850669,0.095652173913,0.095652173913,0.094780073868,0.095652173913,-0.98543760116,-0.98106117541,-0.98106117541,-0.981320146979,-0.98106117541,4117.78875983,5777.0,5777.0,5679.06217055,5777.0,4010.6954011,5692.0,5692.0,5592.75807162,5692.0,881.560479253,1238.0,1238.0,1216.9605373,1238.0
33289,2.34749689112,2.3,2.3,2.30384403743,2.3,52.543905463,149.0,138.071725236,96.4065219945,149.0,44.5907243654,162.0,148.994449867,99.1208603515,162.0,4021.84753037,7804.0,7308.1634012,5483.21974667,7804.0,3047.04306757,5963.0,5585.02619927,4190.25915298,5963.0,43.344981334,125.0,115.878051643,80.9744880323,125.0,28.0228000621,82.0,76.2197554966,53.8555037355,82.0,20.2826691936,105.0,95.7877353228,60.2897380271,105.0,41.3808531745,196.0,179.020531771,113.761399412,196.0,16.1636218322,71.0,65.2197554966,42.7611076998,71.0,0.943728996857,4.0,3.63873471854,2.27610665651,4.0,0.798339887735,3.0,2.7290510389,1.7170910965,3.0,7.75467027444,17.0,16.006520476,12.1660183654,17.0,44.0773510418,40.0,40.2831710209,41.7805741713,40.0,1260.6259565,1300.0,1297.73463183,1285.20911979,1300.0,201.153342508,240.0,238.300973875,228.151794258,240.0,558.314765566,605.0,601.828484566,584.975129998,605.0,36.4622864493,76.0,70.6713370985,51.1816958486,76.0,7.8514265329,41.0,37.297030865,23.1281281769,41.0,6.20043598186,6.7,6.69433657958,6.63058983324,6.7,10.5151599169,56.0,50.9422860596,31.5667541324,56.0,12.307239797,37.0,33.9292451076,22.4877101648,37.0,6839.45997437,13335.0,12469.6793346,9296.45146818,13335.0,7121.27065089,14259.0,13317.5426765,9857.32443454,14259.0,7538.16538316,14646.0,13711.4970332,10274.3098001,14646.0,58.6093077617,320.0,291.460042765,181.603659206,320.0,2640.55864062,4784.0,4496.34251964,3443.19865701,4784.0,11.1792045528,66.0,60.0391228559,37.0695118297,66.0,1.93097628713,1.63254071058,1.6424264293,1.70733549034,1.63254071058,0.042199907188,0.0635505750516,0.0629617666722,0.0588067258186,0.0635505750516,-0.0279372683262,-0.228395061728,-0.222265985436,-0.183073192211,-0.228395061728,-0.985774739519,-0.979037397283,-0.979252012881,-0.980675541756,-0.979037397283,3728.89104997,5404.0,5295.51718191,4712.62813602,5404.0,3163.68194197,4672.0,4571.5592389,4035.33204155,4672.0,936.466352296,1195.0,1171.27026845,1052.49129562,1195.0
33292,2.55273550952,2.3,2.33504375737,2.37281271875,2.3,84.6580804515,201.0,165.636205986,138.719678861,201.0,113.147146762,210.0,177.742031494,157.123593165,210.0,5108.14852394,9990.0,8036.15395632,6521.88335,9990.0,4212.9028725,8507.0,6865.00214954,5573.80989752,8507.0,47.1188575616,162.0,117.590106501,81.2312003104,162.0,39.1820327233,92.0,72.9115001923,57.4227857283,92.0,34.7912378783,77.0,69.3772747017,64.7848983366,77.0,63.4587895266,154.0,133.519678349,118.203558382,154.0,36.4512620913,119.0,89.031472188,65.9544358845,119.0,4.2725413849,11.0,9.15358257507,7.42654852277,11.0,4.55371294316,15.0,10.5649494995,7.62041418691,15.0,7.82077602386,8.0,7.45549365653,7.80198019289,8.0,38.9551473543,40.0,39.4566382697,38.9443595162,40.0,1440.94196738,1300.0,1317.99499966,1342.68062431,1300.0,266.762522808,250.0,253.959896094,258.007947016,250.0,628.083162402,572.0,582.178203326,595.350783578,572.0,39.2438438421,77.0,63.2904042831,52.4078088804,77.0,15.3838901191,58.0,42.6300246644,30.3285882154,58.0,6.03475679606,6.8,6.82579673655,6.86256775171,6.8,15.9306196628,35.0,28.2583788844,23.7554021066,35.0,16.2924515536,33.0,27.8585129599,23.3185930238,33.0,8066.26737213,16977.0,13812.0033381,11403.6533919,16977.0,8956.21523735,18483.0,15003.503334,12304.8817042,18483.0,9951.56619377,19687.0,15933.4725117,12998.526135,19687.0,47.4737300299,203.0,154.744048452,112.483385721,203.0,3302.88502331,6868.0,5486.85541828,4398.75306494,6868.0,9.87506235503,39.0,30.991586754,24.3356319462,39.0,1.98174750082,1.70879305705,1.72858549694,1.75316726205,1.70879305705,0.0422876817655,0.0596703296703,0.0588854017166,0.0580977299759,0.0596703296703,-0.583561239412,-0.228571428571,-0.338422625686,-0.483010802679,-0.228571428571,-0.988815584174,-0.980956859057,-0.982871075065,-0.985426270037,-0.980956859057,4541.76461341,6977.0,6451.04112698,5763.82154603,6977.0,4150.49269056,6624.0,6020.91690667,5218.21659106,6624.0,1025.6860911,1678.0,1521.40717601,1301.23735099,1678.0
33293,2.20000377429,2.2,2.2,2.2,2.2,49.9995930174,50.0,50.0,50.0,50.0,37.9998779052,38.0,38.0,38.0,38.0,3922.97094144,3923.0,3923.0,3923.0,3923.0,2872.97952878,2873.0,2873.0,2873.0,2873.0,63.9989825436,64.0,64.0,64.0,64.0,41.9994505735,42.0,42.0,42.0,42.0,12.9997965087,13.0,13.0,13.0,13.0,27.9995116209,28.0,28.0,28.0,28.0,3.99997965087,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,50.9999245142,51.0,51.0,51.0,51.0,785.006479202,785.0,785.0,785.0,785.0,125.000691954,125.0,125.0,125.0,125.0,466.00115745,466.0,466.0,466.0,466.0,22.9998779052,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,5.19999245142,5.2,5.2,5.2,5.2,6.10473858443e-05,0.0,0.0,0.0,0.0,10.9999593017,11.0,11.0,11.0,11.0,7594.94963591,7595.0,7595.0,7595.0,7595.0,7026.9417201,7027.0,7027.0,7027.0,7027.0,7056.94517945,7057.0,7057.0,7057.0,7057.0,49.999043591,50.0,50.0,50.0,50.0,2618.97812469,2619.0,2619.0,2619.0,2619.0,6.10473858443e-05,0.0,0.0,0.0,0.0,2.08448168776,2.08447880871,2.08447880871,2.08447880871,2.08447880871,0.0334126677954,0.0334128878281,0.0334128878281,0.0334128878281,0.0334128878281,0.684189162481,0.684210526316,0.684210526316,0.684210526316,0.684210526316,-0.97772382925,-0.977723633832,-0.977723633832,-0.977723633832,-0.977723633832,2096.99350822,2097.0,2097.0,2097.0,2097.0,1566.99817576,1567.0,1567.0,1567.0,1567.0,416.999987419,417.0,417.0,417.0,417.0
33303,2.1,2.1,2.1,2.1,2.1,56.0,56.0,56.0,56.0,56.0,34.0,34.0,34.0,34.0,34.0,3470.0,3470.0,3470.0,3470.0,3470.0,2723.0,2723.0,2723.0,2723.0,2723.0,32.0,32.0,32.0,32.0,32.0,23.0,23.0,23.0,23.0,23.0,9.0,9.0,9.0,9.0,9.0,20.0,20.0,20.0,20.0,20.0,17.0,17.0,17.0,17.0,17.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,54.0,54.0,1083.0,1083.0,1083.0,1083.0,1083.0,175.0,175.0,175.0,175.0,175.0,526.0,526.0,526.0,526.0,526.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,4.7,4.7,4.7,3.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,5967.0,5967.0,5967.0,5967.0,5967.0,5952.0,5952.0,5952.0,5952.0,5952.0,6278.0,6278.0,6278.0,6278.0,6278.0,49.0,49.0,49.0,49.0,49.0,2414.0,2414.0,2414.0,2414.0,2414.0,12.0,12.0,12.0,12.0,12.0,1.92430359306,1.92430359306,1.92430359306,1.92430359306,1.92430359306,0.0285125386465,0.0285125386465,0.0285125386465,0.0285125386465,0.0285125386465,-0.0588235294118,-0.0588235294118,-0.0588235294118,-0.0588235294118,-0.0588235294118,-0.9882482556,-0.9882482556,-0.9882482556,-0.9882482556,-0.9882482556,2307.0,2307.0,2307.0,2307.0,2307.0,1729.0,1729.0,1729.0,1729.0,1729.0,486.0,486.0,486.0,486.0,486.0
33307,2.84989945032,2.63054098909,2.53224890446,2.68625429592,2.66444015835,719.012482159,85.8887396291,126.805591642,350.326104137,77.9628156868,618.106137734,115.419274509,157.275178827,345.773145478,105.726949781,7144.08234981,3965.27760291,4414.04014297,6843.13585614,3719.47745839,2252.66359421,1309.80376293,1496.54463265,2031.73740607,1223.83142776,242.558426157,54.0178708851,73.54134464,137.692752877,46.7242492028,582.779177358,310.204493522,356.511503415,578.269687655,284.057281106,359.293771751,47.035176029,80.9937296405,193.625459598,35.7637348279,510.449012167,112.472732372,156.285208253,317.701116022,93.4152966433,1475.4666486,109.569033129,185.899435915,616.650409014,90.7685766398,5.6302626512,0.0,0.85279710827,2.25263432272,0.0,22.5095655726,2.21527339854,5.75130617944,11.1774958942,2.26452577105,480.890994844,96.3976796898,137.361290237,291.843235149,79.0882505461,35.8543027932,42.8980080619,41.6243928186,39.0906877429,43.3866274049,1800.37183663,1891.87039147,1855.12655427,1846.75449135,1929.52462429,335.582816905,344.607013164,342.012276055,346.683077634,347.468960847,587.44981578,642.602257168,638.428237302,625.384270175,645.409612633,60.3597456054,23.6359080626,29.2600707969,43.2361196824,21.5463263029,120.687445598,13.2357912647,22.3902379169,61.7912719635,8.00856999266,8.46317699794,5.49458603699,5.5755717892,6.21379016786,5.30766731116,139.13998732,37.8447285321,57.8698429397,119.111003323,30.8710963914,16.5337741559,9.02970891453,8.23517948672,15.2222306307,8.21111454104,11837.1813894,5872.43464997,6678.48303017,10206.4264499,5474.43827185,12488.1265371,5599.50065838,6577.24542296,10380.385133,5200.50267212,13870.2019657,5748.26325135,6857.41761275,11297.6614124,5338.83430566,400.084555438,11.9914021773,20.7339038568,101.477908052,11.7483317478,3357.38822857,1669.51717804,1916.76445568,2944.29322536,1570.96090269,921.016163473,55.8937687492,78.152583358,367.375266547,55.3708394906,1.81013441582,1.95634011823,1.88002014661,1.93172993534,1.99193815394,0.49736960014,0.293546739192,0.309222901008,0.388747000991,0.286513848264,-0.607578033368,-0.531985700699,-0.532403363402,-0.601782976272,-0.558066800382,-0.892323724332,-0.958758806156,-0.950859237315,-0.932229060475,-0.961821335731,6420.2653102,3085.99765394,4104.48506668,5384.88285824,3155.57764199,5266.23944866,2908.39922448,3825.69727405,4871.47600554,2966.23706507,1293.3933609,605.489216709,849.129261321,1094.88935448,602.622971084
33308,2.2,2.2,2.2,2.2,2.2,41.0,41.0,41.0,41.0,41.0,21.0,21.0,21.0,21.0,21.0,4558.0,4558.0,4558.0,4558.0,4558.0,2799.0,2799.0,2799.0,2799.0,2799.0,51.0,51.0,51.0,51.0,51.0,27.0,27.0,27.0,27.0,27.0,22.0,22.0,22.0,22.0,22.0,48.0,48.0,48.0,48.0,48.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,49.0,49.0,49.0,758.0,758.0,758.0,758.0,758.0,130.0,130.0,130.0,130.0,130.0,508.0,508.0,508.0,508.0,508.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,3.0,3.0,4.7,4.7,4.7,4.7,4.7,12.0,12.0,12.0,12.0,12.0,9.0,9.0,9.0,9.0,9.0,7417.0,7417.0,7417.0,7417.0,7417.0,7196.0,7196.0,7196.0,7196.0,7196.0,6887.0,6887.0,6887.0,6887.0,6887.0,80.0,80.0,80.0,80.0,80.0,2540.0,2540.0,2540.0,2540.0,2540.0,7.0,7.0,7.0,7.0,7.0,2.01995083207,2.01995083207,2.01995083207,2.01995083207,2.01995083207,0.0520204366,0.0520204366,0.0520204366,0.0520204366,0.0520204366,1.42857142857,1.42857142857,1.42857142857,1.42857142857,1.42857142857,-0.98177920686,-0.98177920686,-0.98177920686,-0.98177920686,-0.98177920686,2121.0,2121.0,2121.0,2121.0,2121.0,1834.0,1834.0,1834.0,1834.0,1834.0,471.0,471.0,471.0,471.0,471.0
33312,3.19618205958,3.4,3.35650985378,3.31538497855,3.4,410.584949216,365.0,369.704263968,364.849068934,365.0,272.78943567,246.0,247.342312638,226.43400269,246.0,6852.10848489,10663.0,10569.9896954,8914.14963162,10663.0,1994.54639601,2447.0,2520.7674591,2292.60192295,2447.0,247.303121131,220.0,226.647174865,238.946606941,220.0,459.284422391,762.0,752.488754146,590.642822572,762.0,352.589697508,253.0,246.217377319,251.144969841,253.0,612.781306564,474.0,467.04892316,488.342475481,474.0,3208.21810793,1832.0,1903.26057135,2184.98995772,1832.0,1.93700192793,5.0,5.0141205273,4.12180145423,5.0,9.13625425743,17.0,16.6669252654,14.0012732445,17.0,812.311257722,673.0,694.672584156,697.898787471,673.0,33.6579527774,35.0,35.2707968444,34.7817941053,35.0,1582.12994572,2000.0,1963.46944985,1843.33186599,2000.0,325.497834702,390.0,383.56653483,363.738367966,390.0,497.39419267,668.0,654.327394127,597.94385797,668.0,45.2545167981,70.0,68.9733477819,57.6156057341,70.0,234.187802457,39.0,40.1537262778,98.3987199783,39.0,10.1564778294,5.3,5.62668093355,7.10051115167,5.3,203.744497967,333.0,325.685194965,289.613945968,333.0,10.6777890068,25.0,23.5321799014,16.6236658936,25.0,12244.03972,11684.0,12148.5784245,11635.8243218,11684.0,12913.5869442,12914.0,13267.8429686,12580.4005461,12914.0,14311.9288128,16292.0,16386.9871965,14927.0719561,16292.0,73.3119019957,4.0,6.36899635511,22.718206765,4.0,3594.58988969,4505.0,4545.32187471,4047.92998469,4505.0,381.021558246,73.0,88.0959857714,123.648488681,73.0,1.93060630827,2.43880662021,2.38979052128,2.2399140411,2.43880662021,0.587613516681,0.442712990164,0.443711449364,0.483175252031,0.442712990164,-0.0934285247381,-0.105691056911,-0.0836700261752,0.0552593872902,-0.105691056911,-0.876010344194,-0.910093992644,-0.91008802734,-0.895774925185,-0.910093992644,4768.08243455,6078.0,6027.67635139,5775.98369132,6078.0,4512.77999439,6456.0,6374.48407406,5973.27451021,6456.0,1145.6573697,1374.0,1369.8432316,1347.50231792,1374.0
