Input_Address,Output_Address,Input_Value,Output_Value
13ciknxFzYRzD3Rv6MSAcEZRFtXgs1XkmY,1Bn7iwsF5JSYBQCcPyR4RSarRaC376TYRY,1056283,1527436
1Q9S82GvvjQv3mHem4TDjfWovQifNfKTBK,13BUzFBC4PiNb6hYSG32Z5x2Sax2es7WCF,5001650000,5001650000
164zSt6GXpuXHRRZq3g4Cp5UXcTmWjvCcD,1HcmQFs5VAL9ExSvWHxtuoD8i7V5MXETRu,1182263999,1051194845
1KFRoUu1MJ5WH4rdcpG3SPjPnavJDNiMak,13vtjwUZMUu85wJaGig3Ht3Hb945jMhXBu,4900542997,4854542997
1BiH42vXbcjutRDoEpyRm2T4pss5yZQG4V,1Fk8DfYq8ur9BQysuCiV4koBtjjRuG3a7u,44645515,43645515
1ATt3Bs99WR5gotKKdkSzf2g2bscu3mUSD,13u22hGNVTk5xhdPxFHFZZVU9P4VeTCHKS,342007655,305007655
1GH3wj5fdGfwcimpG4wU8ys2EwvmJWfsnL,1CpztBSrjLmUK1fzhzGyhTcGc6L9YGSG5,7900000,1246732
15KMa8YfbQa872Z9Sf1829MXNaw7KJbXPL,18vQCNPhJmsSbVbak6goUau5teYUnA5svS,10906000000,12828000000
1PzpWrqCfry5nT2GNKjkskprZauu2XNiCb,1HxKp9RhAHiiUji7Vhq11viQfHt4HvJKS5,2131250000,2088200000
14sfTyy37RaJopgz2vRNkEMHWL722nF5Es,14K8dh4bZqixcjW6dfkJ1mFM6qGPeN7xRP,10357680879,10329830255
1JkZY3daAg58wX9ZPm1LfEw5tRXc9v8duG,1ANymNJRDEtu5wc6iWKT6VZNxH82c5ryLC,8233977,1583977
1F1a28NoLpdxkwxepnAp8w7mu3r1tTa7jd,1t9eRCBY354FY4Jsjjuw6dHPZiMuMZWwq,13400000,20000000
1FeSVhFCVRq6YU1rstQXMf8KG8nY11ry4y,167jC4UnNnbaWRZTaqxXoTde48pXatRa4n,48228754,28228754
1FySRdSbHYkQVpxem9AvLyA7Nj5h7taSsM,1DzBwxETBP4TwcmYXaS2QHgbECa1ygyhVq,24000000,4000000
1AtvUkYdiUL8wHeMZE79uwThYkW3uqY2WA,12y1i72TmCgYAfW5F8s4tMwPRrt6WaspYQ,8000000,4000000
14eRm5hLrBypc7umu2qFLRpQziJfzA5kVu,1Apa6ZBAVU1cQ3LUtynGnEf6rqKcJp2yuA,12685370525,12621036975
1ELDK4JtHU2BTuadD9g3WTRC1UZGayb8MJ,1N1NF529oQcGbEp111ZPuUNETGqjBpQ51Q,126228754,124228754
128e1webJXvR21UScBDWXg262wB6iUD3kg,19xJm4UzaAbxF8HyiEE7GxxZBQkzjnYnWF,56433391,13983391
13mZcCSh44o9RkbiTZDqWVyFYp6bXfp3DJ,14S7ujNFhpBZ8MwxdSoerpvPCWvUAp2so4,8000000,4000000
1BxTvKzBmP7k7E31cXxM8TtgeVfRavMhdx,1FeSVhFCVRq6YU1rstQXMf8KG8nY11ry4y,58228754,48228754
18npcJvBExDSB7dHYNgPB9TUnBRJ7ThJxx,18XxacbJ7voG6CT921s8L2E3y88bUQBu7K,1536877,2140779
13Xf9tHWMPDViUT5WjyX9358Jbry92X3un,1AaTzEWNxfbKZ2vjwyfE2QWCokmAnYauWG,1603902,1000000
16GC5T9AQWJop3TvWdDMVECuv6Z6ngC88q,1dRLVe3PAgXjnZn7e6UreQLabyHgFYeNh,9395931709,9350285229
16JWnpcqK3szduaV48n7ubvgQvq1K3713W,14gjoddyvbirbP5Z9iDJhAHWdkFycs3rew,49350000,18050000
1FNu6SUN8Kk8cHaoUDQgSRyCwPphjEYDM,1E1y8wJRjR1GJe43FZZY25iRfHKhcxzgFU,105159612,91237567
12XDRtDiKokSgdxkqh5wNQRUAqx5SzypMo,1KuLzz433TdPxhnZKhYJZ5GtF3tWMaRpDQ,4388307486,4383276325
1GHQhTvrp5bKztudgKfV8M1dFuTmfFLDXv,1LwsFosN9Dn53bTYZPusnNT3E4BGFPxmot,2019342596,1939607386
13aVM1H2ieEdb3GDmK1bik7NJ8WmPTHQUM,1AWc6oxsiBG1eYLXT3L6QZWGSYquYi9Apv,697950000,200900000
1Mo474eamDG64dkEi3v3L8jAekpojjVVA3,1HPHBNxbvETehjmvshoRrBZxygFLnQx7kn,3603902,2603902
17FbDGxMfvhhP85bX2sPbmQf3DNkaRS8L9,13vGAkn3nJ8PLMJZPbAVW8MMK5aEBxYYrK,120228754,69228754
18xr7XdnX1R9JBqQP5HMJ7iyPBFKVyoG4B,13DwcipksQgBx79VrKiJ7DHJkAsU55x6Th,284228754,257228754
1C1WoACxJxTKhEfipaqDXjo8bCiB1QbeGS,1M6py5STVEzfCpWV42LmhparY2NJPFY3xN,4000000,4000000
14LaK6vh7fsP49jjFysB3yyJWSD3LFVfs7,1JuxgnM69wR7x92KxhHMMxWD95rpuqj8Pn,4506785015,4295792666
1HPHBNxbvETehjmvshoRrBZxygFLnQx7kn,13Xf9tHWMPDViUT5WjyX9358Jbry92X3un,2603902,1603902
1JveQt4VtVw9emLqn7E8uwmNXhXd3cWLK5,1CSbT5XcKK63BLnFR7p86y4tUTaEvt854s,13045579215,13028816599
12oFL18DT2aP98f6i5JdMmqHtpDZFESWzB,1B62vy9KhDDCBg7uQmxr2F56p9MiHqesfF,175000000,1000000
18BvGH9J2dkMMY23tPu9ujRynaKh3gUfKY,1LTfsVVxoJnG3dtnoNm9FBpGjDmW6Rxrsk,1000000,177000000
18XxacbJ7voG6CT921s8L2E3y88bUQBu7K,13PMjzkDAyvgetBcqZHeLLJA7gcnPULYyh,2140779,1140779
1G82izPGsy1Y1f6PY9W5Qq1butzBPDYu3m,14Kczs7x7vw5jBtFq4jkShf85VTv2eNY9r,17228754,11228754
12y1i72TmCgYAfW5F8s4tMwPRrt6WaspYQ,168SkuQidk5rmh66tcrw6fbEukKg4YYnio,4000000,4000000
1HM58wnvYFQJxHXwY8oS8vkx1rSZAmXjLy,1BFbV29PwZyAc4ELGhSe2wgCwpYbmKiXyd,1725000000,1660900000
1Wgwok7ooEDRfyfoNTunLv4QERSK3MmRv,127xbkG7KcF8aPLM2P2hFoHAC2UWK1zoGa,400000000,400000000
187q82t6LHE7ZxgpUs3ZzTZnxD8WXiWVLS,1EQNXuQA2Vh3YU6c8s1WAZr6yvnBCh1T7h,15315000000,15308950000
1Lc56ogjKJHSLUQRTQa23neaTAR8fG5S2q,18xr7XdnX1R9JBqQP5HMJ7iyPBFKVyoG4B,303007655,284228754
12EFz8EMUVKRibzA2hK3pM2stwQjQ3Vatd,1HjrwXW8bYgvFYKCDkVN9Z3XeLsFvq1GeR,4082551301,4016551301
1GbFdfRzxLKWUARWDjES71obkAJwfpTaH4,1Mh14DyA7JX9hjAzfxNFbgQHFnUhYUJ6Ly,3260850,1008050
146fWteLDbimQpmkYf1S1kK5drBYjYWfue,12LzzfYpsDw1Aj4XUhMZnhDVwHPbE8pL2m,1450000,1000000000
13DwcipksQgBx79VrKiJ7DHJkAsU55x6Th,1BypwmhRqvApjAdoz8fctxbyQfhjp4gS9r,257228754,256228754
12xJgHVh6ALe1LSUjCnmpAFyhUstGtgnrE,1JsthKVAoQGgE1hDCqiVyMZhNCdvjYLZJi,978159336,974885640
18p7qs5amKnyYzBckMSxXnXKTFNdQJFJjQ,1BUGvWALS76ZrXBwvWr478itXFbLB2dYGP,33683279,8633279
18SmnbDbYkWy6Ez7YyPNfHZbCfRypjGg8y,1Dbd5oJuc92ZgajXePjbTUGWAVbrFLRvQE,600000000,600000000
1HDxZC9ZmqsQLqzibmWsZKT128HbbPcdD6,17vyTHTeTKz6SWtFWJrLPQzyq6v57psNNP,6309613110,6307591075
1DRShtHeKsWMFiofS3ee6vhNfCvdetd4W2,16irWS3GKoTSX2MZB6au5LL3kD832w8CPV,175000000,1066534
14Cc9wPsow8aoRWb96vDAfJgTWXRGc6qJk,1ELD6ZpViAaPsrTHXxWVQa9aaN1UHxH7Zi,1000000,177000000
18Z4shhSLttkZSk5asDL1DYNapcYoskHUP,1Mo474eamDG64dkEi3v3L8jAekpojjVVA3,5228754,3603902
14VprKXFUa4kaRyiQV5GBwjXuzFfihJEQ4,163F99G7nrLJn9aS5GbhDMC5YWf2ASugz3,349007655,343007655
1PEoKaGSZHEdXzZf7R9qF4fYv6Z2BGm92C,1M57mXfPVPsiuwsN4731AGD2o32NFF6qRF,180000000,3000000
1jZfaamq3iEYd7pQnTj1RpMWa7HXmDH7Q,141TKYW7Zpns4PkAjTwiD2ZYeTApS5MmKx,4354496968,4350496968
1ABHL5CaforAoE4p1WaZGnKqAg5GE5tatE,17FbDGxMfvhhP85bX2sPbmQf3DNkaRS8L9,123228754,120228754
1MQwBD7iXvCQuQuisYjnjwBuDQKF4ExA8d,1LWuiJjx6iAgEkKukpaqk26QdszH1NTs37,12645515,11645515
1PBGzobhr51XRkB4wNJAmHoK9hK8EDfd8h,1EsQrdDxwtyrCwQ6vhkk3ZyfXFBYXUkPGc,4000000,4000000
17fHXHDB8cQhKvoxV2yfUSVo7LGogY7NGR,1FjjNH7fgctL1vD4CRPzaHBfA8swfp3gAb,13370000,7370000
14LBp9R6fBJEzX6ZBuhcsa8KK6oB9suKkm,13yp8izdT9GPYHWHvBTpNZaNq7oA7bP6Xp,34000000,50000000
141jmxAPfPBydPdrA58xXyx9h9Dwg7pumw,1KMfHEJBq4UnGhmPDg5eXwNwRP3zsBDcrG,20000000,16000000
1LAH5NEdUn6GwprA5JE7WEX9gYAFNimkfE,1PrusyCg8gNhSW19AQMfoNcVNnDXtzNCuG,4264900000,4183900000
16hJKqCUYbsXawdqFg7Aey3a6ueXfvJFmX,1P12vzcvbW1tXa62exNrRYcvjiPZqyBKbx,180000000,3000000
1DHug4eYT2fuqL1PedPJYQj4mWxhhhLCbb,1jSoF6zSrUiWa8H1JkSXMdt2PtCoTwVq8,4000000,4000000
13J2bjc5x7TWvr1NGHBhnfEabSbBZ32XVf,132u3S9pXNs6erUEwBMJNpKMr5osK1mWSV,4254579033,4124994330
1HcFbXHHnNEPh8gwwBGAk4yu1YttZhiSsw,19iKDiDeYarCG2cG2xgD3SxHpAhuMudGSV,172300000,1182000
18gVbZ8gGqN5WgWvEFxN5LhFPNzazYiGFG,1BJssUkkCr3vDjAc9b3Q5ydizVrENjSi5M,1507000,177000000
1KHe9463WyEG3Gefaefr82bD3JXaK44yTu,1ZKf6nvCeLbmAutpvDmv2Yvfwj5iAeWbS,3915462612,416462612
15ASGKfCBxtaSLoiGELgtM3qAcJ7EVH7Pr,1QBXvJvsJt82YYfWPwgTKVK7xqHTmRwtx1,180000000,3000000
1GK7J3UZ5wt8Stemb9sHBJnzaKuSVVs2SD,1BxTvKzBmP7k7E31cXxM8TtgeVfRavMhdx,68228754,58228754
1LWuiJjx6iAgEkKukpaqk26QdszH1NTs37,1BKXnaqECTxmahYKwYnUUHUQPUEjF5bhrG,11645515,1645515
1KHZ4f25G6pVT37ZSVhLZ64nrKASQUERwn,1ErTvbg6tcgJvm1w91GGEamept7whf9g3b,2794212431,2737670532
1Aok2Ycvj4E21L4WCddDMebNET8zFYXujQ,13SBtaBYF7w4LDcMDauWJg5KL6NJzjHr1c,4040832847,4033832847
1wZR4PiQLcTsMenDVzbkbQYmR42stPEEt,1jvSLHgoogJB6RJwHyoNk8sKi2PqsxxZU,100536077,1546334
114MztjspsUiktZzBqzknDQPWAMtaxKnJo,1DmwVqzwj8kgYxyqB8sQspypBXkyPEEq5u,3.22607E+11,3.22575E+11
1DmwVqzwj8kgYxyqB8sQspypBXkyPEEq5u,1FCC75prZZ2MLhkruXyK4JYCThCZVqKkDd,3.22575E+11,3.22183E+11
1BqAjk21f613pfy3tHuqLQqW9XMAJMyae6,135TaZ5wN65i2W2Bj5VbJzasYAiueXUvZU,1896065689,1844327107
14e1kBK6x37Ah59EZeQZBKMpkFyApvTHRC,1KKT3GR1tugteL1izjfNZ8TUzbbTkgfHKa,3938943213,3830675070
16DbJ3jZYUF8GjwT6EUrknFax31UaCcEWd,1G7NkjEEXehrDuQES9mH86oS526DeSdU56,4947750000,4847750000
1MCfPyMvDC4NfSumJ5ZsoeVdX32rNxXJRM,1MPK2BUjtGHvFe7oowfM1AxTmJ6D3YCmL7,41645548,26935564
1KRRzwUQufi67pDVU81EMwivT6Qjwp7bvk,1B8v1Sny8fjcnvPYbA1w7VyYwv748JETWp,15182976,12701463
124yJngRSbErMAWr8hoZdu2ZA5pQKLjHAh,12LCxjTt1tWLkAfhHNqbAUffxGCJpXUnWR,56000000,2611262
1FgSFJqY5mH1gtDVo3pLGcHvgYHk3tuDsk,18mNL9UW6qktpHdGqjPsjK8Us1Vpwsn6RF,32682662,86021400
111r4vuSZyyyLeXKpZBppSKj3cDmdxQoD,1A9ZHR95xEaPZr813xZh6b5ZwwbpgmmRJf,885514000,582142400
1Be86U7i7AQCLFWsud9yWJfhuPNXUWJDCK,17meRKUxJPEt2tKTt4UwWNEvy4PLsXATju,1000000000,1303321600
1MVk1JJgcC6fAuxDfvs62QSdGt2LdxoREe,1D2cuMDe3aavoShRdgsfrXL8BfRe2KwwyA,34329887,2229887
1NbaRRwqC1sXn6wCdmqQnsxsiZLaev7tL2,14y4BGvjiCh2w2WSZMSYNgjL4T3Qqh883v,17900000,49900000
1Hu56hyZRqEuoNRHjNvBXbvRsEdnVNH55T,1Nbf7fzvBoFaK8WzvSUZpETHun1zSoVMAz,2091788658,1863759173
16MeCw1Ev5hEDtoo7xJ2YLwsECfchKcv7W,1NUGqVxdTjjCwHoGDTHvcAAniQAFRBTQJQ,4105819685,3735819685
1NWSfTsp7NTRrGgvfv53HSXaHJRbpPmBpT,1FNhZMTB5khLm8eue8r59VuTinAA1b5xzD,6000000,5000000
1PYi7QnTkgCHxpJZpzkHE5A5bgmL5XD26v,16w15rdFDy2j2xPR9T2a31Gvx6FJ5Cs5yL,100000000,100000000
157UAiBMB6DyRAjLicShofVdnufQQ5EHGC,1FwrYBi8XFtN1E2WMCyBq8aFiQx2D2e7G5,20858989,1000390
1Civs7xxSVdyGFKcdjkba8jx7oWQMhoXKQ,1MkPdGEiWv2CgfcbW7FCiePSpkbS3QrV4u,1009577,270000000
1Dvg9ummSpLEYGmSdheajZ29YbSM33Pk1C,1A6dKBzwc3fBbnZSj1vnZYaNM46tJyrj1D,100000000,1199621
1GXSkrRRfCeuABoQkmnvJFxRDbeiFT9ErU,1JHgrkTVGedXWvtAFtQqa99U1BW7ZejZzw,100049621,198800000
1CLhbQ2YZvhYpX1amJ2pVDsisVkKMzFkG6,1KjuN185KGrxc8PRFr3PbgE6VwDgwaTcJR,286980998,222225704
1JKn7g8XHJqDJFTHsCHq9rQDMr3d43a6Qw,1CK4iGjGPP9J9g1iafxfefUQjH4sh9p6GC,15457250000,15353200000
18hfDscUQUwUKirBza6S6Aq7yiKk7dcWFe,15ZQPmJTazL4RkPVcP48uqBEi6nZwrEx66,102095423,119797259
1F6A8vuHVvEwsNiYRqHDvBBhtALS5QHJiU,13GozKCn3qgkd8cW4TnKgEAN1fBbLmsvXj,4533585315,4532585315
1KiJN3yz7AWKnM7eZ1E53upZp2kkgAp65b,1685ewQcrMEiyNyD7CWE6jm2TDjHMRGACg,422130000,1019793
1LY6WmXSWgptWLeTHUbQHrJjyhoisfkMdw,19EcJRt7bVcauDBNE3RoM3WCutJsP7gtCj,28814034,491916234
16NETJUUmwzQ7Het3cPpct7CVcWTZkKnm3,19Ja54JCrV7DbeJUmCHL1CBdGf8GPjM7KV,31950000,1049970
1KczXBZxDKhFegxTp51dRKJGz14BPpmvhf,1HaoGS51Dv2JqmGNUzQXYYwnfARcsjG858,3500000000,4795000000
1EfHapAi3LahRBnnbAWKP4qTKKs3JUSmnf,1Br16BYk7mjDLZpc2YrWxPvKq6aTbHFNh4,4583100000,4582100000
15EV3WzpS6aVUgtanwQKdPgszvPLg41REN,13jYTb12ZAVUzzPgwDesE7unBoZrpZYRqK,3993500000,3892500000
1KzTkkwVbuWdwvKGNnUWdKc9oxJ8Tutw4Y,18i1XsT2D7vMQnLGMR1ECh87hQHMt4E4bH,2568000000,3939000000
1K4cNAyc1BwH4xPFStVGgswCoyC4iZn6Xc,1F4r5cj1ET6wSCUx5bdPoHouQz6biN9w5P,4248440455,4148233441
13CH9fQwwqwrKbAbybYna9u1ThF52BkAqr,15Csaxof8CVK8EpeUtkshC1tXZozK5LpBQ,1588000000,14900000
1CyWLMEXdxt3PEcquxve9CVg1UDzQEeaz2,1JntKKLVpMuEhd24QZTep3qU7hNQ9fcAf,7270000000,8843000000
18J9tMVtAyyNEvyjva28UBXBNyFXUia4de,1M2fmYhdNNQYCLvntZTp9nbB6r5Nv6WhSJ,13995407392,13895407392
1CYuj8xVvFzDT4M4LosRNY6rum1dcxNjg1,1AKpGt4ayWP2GshzC5zyJ7k287yUrWsini,100000000,1000000
1CYuj8xVvFzDT4M4LosRNY6rum1dcxNjg1,1NQt9JU3V3o9d93VG4arQx9xiJiM1SzLow,100000000,200000000
1PBNSHMWV95wH5BUfp4s2n8ogpEDuC4pxG,1HCkapGHzdTms1RtA1ddxMb2TP17iL5zuA,749134111,662701191
19wdzNx2AP5BoQ77XkqYv8EA4PasnKLgn4,16Xi7T6mr5dePsLmL8BmLz41kbenHaeNUp,11678656811,11668656811
15FtA76TQudbUA7C35vX1TJPhbykBkrNkm,15wa85kNusQYTVPTRZoEV7wJGijfRJ1nap,36075614,20446086
15arDJuwqKrLu5q6eixFAzzzUN52oxqvv1,1EXpN8BD7nCJUcqmctKrodnNrpAcYtEme9,9716988550,9712988550
1PpKWTHzrPiZuLAbgYyCDjJNdRb2fgTofn,1MCQ8Nba9uiHwwKGG6FRzjrmdnWGGksZoN,5836013168,5831013168
1F8Vuck757FggGM3JnUF3Z7frkNUsfqVBd,13GtY22UwPPoYeLPxyRuMWNiApYpLN9MZJ,4490691672,4439691672
14W8q8rW8nMB62eQAAYZ11JeEHbYPHmFrV,114MztjspsUiktZzBqzknDQPWAMtaxKnJo,3.22609E+11,3.22607E+11
1LTQnc9ce5y7Lk5h2ZU1ZZDsdiKJxiqL98,1P64Cdw7JWRmGgNe19kjbKhQyfw1MwWg9X,4430804669,4361535478
1KKEMGxEjN9dzkCNn9eAbFzuMpdhu5tgx1,1MwSZFWq1iRKrNZKQmgiWcJBTgXDb14orz,13758437038,13757437038
17N8ZBXnzzQNDzMvK5UaaLzqqiKcR9vQjK,1FMSESGhiXELfWxatppoV2kZ9eh6XMnr9c,12000000,11950000
1PNAjinc79q8ExcmrS38E9jZgxbHSGUf6K,19YmyefJiFbvkarStkikBkuwJWaa4EW4eu,2976594000,1958205541
12RH48Zv6uJMgx5Ej783VSM6yoEX9sWoQU,1CefghJ1NQvufVCLG1iR6WTKQWdLu6BKG2,286255919,186205919
1MBdqiULTnZ9YGqJmvpzkjPyDQGS2KjpPE,1LRgU5qXW2jnHNYxhsp34vS3CSDJadJrcY,3600000000,443000000
1PQ8AnCdvMFx61jKcTevgWvfTgzQRqHvUQ,1LCAqhi2GZuprH4RkcRnHgx2SoY6vixiMk,150000,1000000
1DGbXrhUknVWFCzgm1DHH4vkcygem13HGz,1PCBZAUBjchqKJtVfHfnC7aMDcaBwsqmkC,1950000,1115000000
1GDr69yKdrx3sKcRTQR9toQmgLqVhGo4PH,18TJCvYZYUt1koJhNGBLT29M8hcqZrwo9e,115000000,15000000
1HEC9Nhn9bgnsLhoZvqTiyQtADrtw2ZeE1,1HpgD6BjTVbxx69re9vLFrVohjEYinqNab,503000000,70063000
19oTSsyMwA8E2qoSZE6vsFMjXu3Q7oeKkB,14vrFGUgZq7xDbHgbXJmLNjcDPiHRk5NjT,5925244982,5824244982
1FCC75prZZ2MLhkruXyK4JYCThCZVqKkDd,17EhBDb8G7ds5Nbj687eaLDRYVe2EVX2cr,3.22183E+11,3.22181E+11
1A9a3EgdoPatgYUkVP9FLRjhSoXXx4axjb,1Pz1bsvQrggLZKtHELn99yieQjg3fGpr4G,1333858260,1220489900
15guyNvWsQrbxd6y3DJPUGBHeCj42zWCYJ,1BzrrdKwvMP5D26iDGTF4SxAu9ifpemuYw,12820743115,12817743115
1H1ppuhNroygDBLsUKGbgd4mtJ9wveXCCJ,13BUzFBC4PiNb6hYSG32Z5x2Sax2es7WCF,5009082109,15018947624
1McrnMjR4w5PTBjJT9TrvzwKjHqg7R4T4S,1DaeLPLPgBVeugcGXThh7mpW54NS5L47x7,5896500000,5638500000
12zGVB7QthuAvriXtXZ17ET5wSHebzPNHV,1CDsvvCGWzQT5BdZ4m1FJoSUGmjyjKCHng,7500000000,1024338
14KoLsHbpZ3hwAYK5vAB7UsqMfviDtKk4a,1DCuCp6tJX91yUpRbcqPNcBayewmnDdhoA,7332000000,16050000000
16X58iWptrZTcA92YTqfvhHywSfcWwGtCJ,1Q7qUmyfDMkWxzYgDqhf7BoEBgDSLiuBj9,447000000,49350000
1CKL45M3TaRAZNRmWgp2AJcpynhoSNpL3s,19eZdWGDoH6sgmDXz7pJXNr9rtnnGK3iNc,9509632600,9408632600
1BJ7Q9C87a1sy62ffVekZrdJ9TBMKo8JKS,1AuPV561QTrvDRdYJ5tzkrtnDz6XywcWF8,103060887,11597649
124yJngRSbErMAWr8hoZdu2ZA5pQKLjHAh,1BA4tsaY6PRPg8jK2vAhSj4HE24m4jZPP5,114269280,317931273
1M5WnAqnjJ99xR1iubg2SNaxKpYfehY9TV,1KAppR1cvHzHnoiqivUc3iHaBsAfUMMf8V,3.23018E+11,3.22983E+11
17zbEKwXZaofCNL5ioe3UaBDKYvhoEykE8,1wNESvyRZwHmptQjxv4UVHzv4FUzAZovB,5950000,6470570
18DeG1L5q66Ehe91QconjvXamhbdQDMi74,19EWS4ueXE6uUkx9Tr5pumUboiSKHRmk11,33935000,100000000
17hY5T7P1CJA6f7cQf35N7Bm1ymKfcochE,1AP8E4MvJW4QPnnDij3VUDS3sCxwgYeTtA,10000000000,4338962892
1Gwm5gdkk6GBCPFpys7SPu228x4X67fYKb,1EHbr6FAhD6rqf5CP4tp6GzduQjBpuq5UP,3545796880,3441175463
1DU4sqvkzDYxFCEFoub8YE5NHbjXKrb6CK,1J1PTWxiH3HnndTP2nYSNT6aUnpXHHA9Xt,654528864,367478864
1491CMMSDg3snwjBbpZk5EFvov3pNHnySX,1P16VYPpSGByfTK92nbJjfvQzqZLB3D1FY,2560891238,2508020660
1FSpxEYe692tTUfT2xTtz2MSc9KgvEb81v,19qxb3mQZKbVyMv1uSCkWYRJ2yYV7PPQNd,4214499219,4164305829
1EPLEkTfuKqQYiPXGNqEHT1Cim7c3wnYcJ,1QDCdY5x7HQGYzHApyo39Ebx7bAoCivFp3,1723539,2383539
18PNkQdzUWBxEwxhkogGyqypbWbTNbPZNE,1FJrLvYngLRgTHVQEnkXSTjn732DxMZqH,249000000,273000000
16x6AzitEHrRh31BAgfsuqcERRQp8X2FN7,1HUzBbmJSSdFV4s9JG19gKZAwCf9cmHzKk,3725752545,3623722699
1LSqLgNqR1DF1pcQgwi9z3mjG3KnDkgugk,1Q91sFp6mirGiW5JaFF3FtsQW35dcNQWYZ,12996960000,12896960000
1GVv5HaNi75KpEmR7yFFecHer9qeJEdPQC,1Ap94exeUQ876RPMmjCAhkea8B64uuXcgM,5009022040,1215940140
1Q6JXVELe7hfHVRJtaqPMURVU8HpLJkhqJ,1P5SVqzjgyXdSYKJR83V3Dti86eTPskgjz,100220376,502821125
13RqpZKAJeuZLwWsKpKceoSkimaSLbYoWe,14p8Q2kki942aSYgafFcZ3nTZg712xw5sb,740000000,440000000
18C6DEUhiTuAGjEmKED3n3MjWTG6XRwMdW,14W8q8rW8nMB62eQAAYZ11JeEHbYPHmFrV,3.22622E+11,3.22609E+11
1G2vTAXQKFZVkvEWt7AKeABAvsH6k7ngek,1DaLWbX9t4h2PEGBW2Dc4rUJDr2h31ySVe,22000000,303000000
1M74J9hs33mjZpjHB7jPNi26fCHXdVxuem,1P8QPm5Hfpykm1jiRHFXXvZGJhhZFRu8ND,12000000,11950000
1JWJaekUrvrciTrjt1gLvEdz9VjrnP6Xa3,18tVpF5PHsD7X1yFs5T2xgXQg43o1RFbnW,6517469396,6417469396
19voBYFva8izYNCoVgxCUYFwytcBmC99Vo,1Kkdd4ZWCt3zRekTnGXxwEHJ1SZHczQSzA,9209650000,8806650000
17sQrZa4GU45drtqhbW7FLMJBGyx3PPa7S,1LMVyCFGNsihKBjLZ2XCYF6ZUgfNbLiT2W,4383375740,4283375740
1jFajzvTtJqvF1jgLAFbLMfcenj5Jk2R6,1B5FDcNiQrrpsbbzAvxnrTcAfEJFjz9z8S,4752085942,4552085942
1C8AP7w7qpHRtD4i7toA1Z3sThBon2muT3,17aXyxKuz413nCSgbxnoFXGQ6Koy2fZQmU,8681000000,1000000
1M6eGZyNBdHynK9rXLcJPyNTJ97yFAa3W8,12m3sx8rc97wNqZDGJ7mn9GpKM1fEzvnD6,2000000000,13480000000
1qVXUd1RsgycZmpeiVpRhmuV3rxPPX29Z,1DYnUiV7HZz2q4htSZWXKLsTK8xVyj69oT,514811875,51971948
1qVXUd1RsgycZmpeiVpRhmuV3rxPPX29Z,1HYB9RYBS4P3snVk3mCgvEHF7SkLCtVGvZ,305921757,1100000000
1MaeFubKPZYV3sj1TWGpzHYtkRLvuUJPKz,1N1KFiWXNeDKfUsh58TYDyXQzstJUyv3tu,7619961930,7413961930
12oz3CsZiuNnaCouoQiu9c37Pn2Ze5kBMH,1MpZhwLxVyHVxk9W61yqZM9SoGrXMxEYob,3386654780,3330153496
1BKCKrat69kD63WVJ61CJsiLoKNUK3uQhs,1MKqdXj66bsc8wUT3pXLatStqRuPDfd8Rv,8531773803,8530773803
1Dj1AVVpMwr8DpZF4Nrp4hEVe7ikrhCiv6,1NxJDbo2RsNJS1aKmPNBgkcBXqARq1BsMf,3881388642,3778979588
1JHHV6MHHr5QDNteAQEbYa5jNcKaUdAWii,1M5WnAqnjJ99xR1iubg2SNaxKpYfehY9TV,3.23029E+11,3.23018E+11
1DfYcR6CM2X8MsGaaW4CA6Xdq5NmvqHsRX,1Nz5wqEsoYTPJ8mKoGd5iQNcHyEYDYPNCv,1501000000,39820000
1EydLVCJStAs5AbJR8vqCV5y6SvtZSFqpx,1A3Uy3RUTEb2isPgKZLZs9ooM6oZMS7QhR,9153401185,9052401185
1KAppR1cvHzHnoiqivUc3iHaBsAfUMMf8V,18C6DEUhiTuAGjEmKED3n3MjWTG6XRwMdW,3.22983E+11,3.22622E+11
178cwwmKDRRtdXMiFLoYGoggicrfWauZvj,1P5mY2YsYH9XtWnt16qJkNFL4qLJwpSKNR,8163297267,7963297267
1C5M1eXDTn9E7DgrUo3gAgAUNUbJE3FSqr,1MZJEHXtUQHudQVkJCiBWQjzLrUE9oVUTM,1772926252,1717674816
1JRErEPDF3dA8tPdYt35EnhxEn9e6Lsmkq,1Jv2SoU12nuDEGj4DygeAL6KothNmZvdvf,2843684261,2372074495
1A2YqPtQLHAN4fpe52JtnhJX6sx63cE6S7,15KLYdPTTtLy6DaFFRCdsKrSZBTc9wmeT7,8840797349,8838797349
1NzB1VNLUVGgekFR9rN7vUHJUZMV4fcxiv,1BmdcHkkaGhvxLUkbw4sguWB8NdR34pmqF,5960239618,5933239618
1NUKig7KmwrsT5phNeqYgbt2GTNyUPVpfU,16YuPsNfYvQ4Cy7DGpTmyhSJ8yFhWke3K1,1135161868,872858695
1CLPW1jPFDBDMSwHPq3XBwHM9f4YCQUG8h,18aFgLtHMnfiM8su8zEn4FxSDukTNUQH8e,32000000,1105444
15MFrN3Y2vGQR6EWzbcAGyR4259kZdkApS,127VvdgLcm6vEUbGvj1dXLvg1or1Vdgw9P,3000000000,3530794556
