"osm_id","name","highway","lanes","oneway","maxspeed","ref","road_type","start_longitude","start_latitude","end_longitude","end_latitude"
"32619501","Island Road","trunk","2",NA,"40 mph","A28","trunk",1.1655741,51.3154281,1.173503,51.3175884
"32767559","Limekiln Roundabout","trunk","2","yes","40 mph",NA,"trunk",1.3077136,51.1175776,1.3077856,51.1173225
"32788801","Melbourn Road","trunk","1","yes","60 mph","A10","trunk",-0.0125852,52.0616374,-0.0124269,52.0612504
"32788803","Melbourn Road","trunk","2","yes","60 mph","A10","trunk",-0.0136359,52.0606016,-0.0134401,52.0609014
"32789347","Watford By-pass","trunk","2","yes","70 mph","A41","trunk",-0.2973435,51.6303917,-0.3007159,51.6336135
"32799919","Dorking Road","trunk","2",NA,"50 mph","A24","trunk",-0.3295209,51.1200823,-0.3271408,51.1235784
"32799921","Dorking Road","trunk","2",NA,"40 mph","A24","trunk",-0.3322413,51.1135928,-0.3295209,51.1200823
"32826083","Duxford Interchange","trunk",NA,"yes","50 mph",NA,"trunk",0.1387687,52.0982158,0.1382027,52.0979818
"32826085","Duxford Interchange","trunk",NA,"yes","50 mph",NA,"trunk",0.1382027,52.0979818,0.1373653,52.0978883
"32826407","Northwold Road","trunk","2","yes","20 mph","A10","trunk",-0.0731298,51.5634684,-0.0730216,51.5633725
"32880314","Three Mile Cross Interchange","trunk","4","yes","40 mph",NA,"trunk",-0.9734712,51.4124362,-0.9731738,51.4130441
"32880316","Three Mile Cross Interchange","trunk","4","yes","40 mph",NA,"trunk",-0.971506,51.4115804,-0.9734987,51.4119758
"32928690","Three Mile Cross Interchange","trunk","4","yes","40 mph",NA,"trunk",-0.9707273,51.4125501,-0.9710426,51.4119275
"32985997","Shoreditch High Street","trunk","4",NA,"20 mph","A10","trunk",-0.0780493,51.5271833,-0.0780317,51.5267344
"33195062",NA,"trunk","2","yes","50 mph","A120","trunk",1.0627833,51.8899438,1.05931,51.8867661
"33195070","Harwich Road","trunk","1","yes","50 mph","A120","trunk",1.0730658,51.9000751,1.0719757,51.8992273
"33199425","Westway","trunk","3","yes","40 mph","A40","trunk",-0.235455,51.5143545,-0.2484023,51.5138756
"33199429","Westway","trunk","3","yes","40 mph","A40","trunk",-0.2486113,51.5139748,-0.2457353,51.5141418
"33199432","Westway","trunk","3","yes","40 mph","A40","trunk",-0.2424884,51.5143367,-0.2311689,51.5148121
"33342237","Malden Way","trunk","3","yes","50 mph","A3","trunk",-0.2695548,51.3885097,-0.2699533,51.3883246
"33342238","Tolworth Rise South","trunk","3","yes","50 mph","A3","trunk",-0.2699533,51.3883246,-0.2766228,51.3829603
"33342239","Malden Way","trunk","3","yes","50 mph","A3","trunk",-0.2700503,51.388414,-0.2696694,51.3885949
"33342240","Malden Way","trunk","3","yes","50 mph","A3","trunk",-0.2696694,51.3885949,-0.2637031,51.3913816
"33464334",NA,"trunk","2","yes","70 mph","A10","trunk",-0.0236436,51.8393724,-0.0235822,51.8396355
"33464335",NA,"trunk","2","yes","70 mph","A10","trunk",-0.0233917,51.8396207,-0.0234305,51.839367
"33464337",NA,"trunk","2","yes","70 mph","A10","trunk",-0.0234305,51.839367,-0.0235508,51.8374482
"33464338",NA,"trunk","2","yes","70 mph","A10","trunk",-0.0235822,51.8396355,-0.009889,51.8594205
"33507023","Hendon Way","trunk","3","yes","40 mph","A41","trunk",-0.2223803,51.5784798,-0.2217295,51.5782531
"33507024","Hendon Way","trunk","2","yes","40 mph","A41","trunk",-0.2198904,51.5774204,-0.2211948,51.5779422
"33530241","Kingsclere Road","trunk","2",NA,"50 mph","A339","trunk",-1.1924224,51.3050549,-1.1781159,51.297586
"33531246","Horsham Road","trunk","2","yes","50 mph","A24","trunk",-0.3185875,51.1826761,-0.321432,51.1853375
"33531248","Horsham Road","trunk","2","yes","50 mph","A24","trunk",-0.3181069,51.182278,-0.3185875,51.1826761
"33531277","Horsham Road","trunk","2","yes","50 mph","A24","trunk",-0.3179609,51.1823437,-0.3176223,51.1820678
"33531278","Horsham Road","trunk","2","yes","50 mph","A24","trunk",-0.318457,51.1827492,-0.3179609,51.1823437
"33539340","Western By-pass Road","trunk","2","yes","70 mph","A34","trunk",-1.2925991,51.7890024,-1.2956826,51.7874009
"33539341","Western By-pass Road","trunk","2","yes","70 mph","A34","trunk",-1.292743,51.7890739,-1.2894509,51.7909122
"33539342","Western By-pass Road","trunk","2","yes","70 mph","A34","trunk",-1.2894509,51.7909122,-1.2868247,51.7933796
"33539343","Western By-pass Road","trunk","2","yes","70 mph","A34","trunk",-1.2893331,51.7908284,-1.2925991,51.7890024
"33539420",NA,"trunk","2",NA,"60 mph","A40","trunk",-1.2919879,51.7909435,-1.2884696,51.7899849
"33539421","Northern By-pass Road","trunk","2",NA,"60 mph","A40","trunk",-1.2942548,51.7913345,-1.2919879,51.7909435
"33539629","Northern By-pass Road","trunk","2",NA,"60 mph","A40","trunk",-1.296729,51.7917349,-1.295636,51.7915575
"33539630","Northern By-pass Road","trunk","2",NA,"60 mph","A40","trunk",-1.295636,51.7915575,-1.2942548,51.7913345
"33572264","Westerham Road","trunk","2","yes","40 mph","A25","trunk",0.1492349,51.2812731,0.1481177,51.2815024
"33572273","Westerham Road","trunk","1","yes","40 mph","A25","trunk",0.1479739,51.2816489,0.1490908,51.2814271
"33572291","Westerham Road","trunk","2","yes","30 mph","A25","trunk",0.1494779,51.2813225,0.151129,51.2807943
"33573342","Westerham Road","trunk","1","yes","30 mph","A25","trunk",0.1539927,51.2796619,0.1527213,51.2799912
"33574413","Tonbridge Bypass","trunk","2","yes","70 mph","A21","trunk",0.2245567,51.2153246,0.224478,51.2157498
"33574415","Tonbridge Bypass","trunk","2","yes","70 mph","A21","trunk",0.2247519,51.215253,0.2252592,51.2112691
"33574416","Tonbridge Bypass","trunk","2","yes","70 mph","A21","trunk",0.2246623,51.2157199,0.2247519,51.215253
"33590085","Quarry Hill Road","trunk",NA,"yes","30 mph","A26","trunk",0.2635714,51.1828572,0.2655401,51.1841615
"33590285","Quarry Hill Road","trunk","1","yes","30 mph","A26","trunk",0.2621545,51.1806916,0.2621709,51.1810242
"33590553","Tonbridge Bypass","trunk","2","yes","70 mph","A21","trunk",0.28257,51.1806222,0.2832487,51.180532
"33590564","Tonbridge Bypass","trunk","2","yes","70 mph","A21","trunk",0.2832487,51.180532,0.290176,51.1780941
"33590568","Tonbridge Bypass","trunk","2","yes","70 mph","A21","trunk",0.2832232,51.1804158,0.2831464,51.1804266
"33590796","Vauxhall Lane","trunk",NA,"yes","60 mph","A2014","trunk",0.2828787,51.181268,0.2826354,51.1816344
"33591054","Pembury Road","trunk","2","no","60 mph","A2014","trunk",0.2838473,51.1814756,0.2877259,51.1794713
"33591202","Pembury Road","trunk",NA,"yes","40 mph","A2014","trunk",0.2833656,51.1816754,0.2830219,51.1816883
"33626472","Clifford Avenue","trunk","3",NA,"20 mph","A205","trunk",-0.2764386,51.4643088,-0.2764242,51.4650314
"33626478","Clifford Avenue","trunk","2",NA,"20 mph","A205","trunk",-0.2767699,51.46665,-0.2769273,51.4670545
"33626479","Clifford Avenue","trunk","2",NA,"20 mph","A205","trunk",-0.2769273,51.4670545,-0.277132,51.4679032
"33645952","North Circular Road","trunk","3","yes","40 mph","A406","trunk",-0.0427812,51.6119391,-0.0457772,51.6112489
"33696286",NA,"trunk","2","yes","70 mph","A10","trunk",0.0024394,51.8819166,0.0040811,51.8849905
"33696288",NA,"trunk","2","yes","70 mph","A10","trunk",0.0027695,51.8821185,-0.0056957,51.8659643
"33696294",NA,"trunk","2","yes","70 mph","A10","trunk",-0.0059731,51.8656625,-0.0058502,51.8659949
"33696295",NA,"trunk","2","yes","70 mph","A10","trunk",-0.0058502,51.8659949,0.0024394,51.8819166
"33696296",NA,"trunk","2","yes","70 mph","A10","trunk",-0.0056957,51.8659643,-0.0058217,51.8656504
"33696297",NA,"trunk","2","yes","70 mph","A10","trunk",-0.0058217,51.8656504,-0.0094626,51.8597437
"33709561","Eastern By-pass Road","trunk","2","yes","50 mph","A4142","trunk",-1.2209379,51.7245003,-1.2203123,51.7244509
"33709563","Eastern By-pass Road","trunk","2","yes","50 mph","A4142","trunk",-1.2209754,51.7243917,-1.2223716,51.724472
"33709575","Eastern By-pass Road","trunk","2","yes","50 mph","A4142","trunk",-1.220337,51.7243452,-1.2209754,51.7243917
"33729792","Twin Bridges Roundabout","trunk","3","yes","50 mph",NA,"trunk",-0.7607199,51.4125985,-0.7615844,51.4129737
"33740868","East India Dock Road","trunk","1","yes","30 mph","A13","trunk",0.0028196,51.51427,0.0020551,51.5138014
"33740873","East India Dock Road","trunk","3","yes","30 mph","A13","trunk",0.0023551,51.5142319,0.0040973,51.5147141
"33740900","East India Dock Road","trunk","3","yes","30 mph","A13","trunk",-0.0042193,51.5119856,-0.0053252,51.5117866
"33740904","East India Dock Road","trunk","3","yes","30 mph","A13","trunk",0.0017589,51.5133929,0.0008168,51.5127947
"33740927","Newham Way","trunk","2","yes","30 mph","A13","trunk",0.0114686,51.5162126,0.0124872,51.5163713
"33742508","Alfred's Way","trunk","3","yes","50 mph","A13","trunk",0.0892609,51.5294924,0.0962593,51.5306876
"33742985","Choats Manor Way","trunk","3","yes","70 mph","A13","trunk",0.1632914,51.5211156,0.1525586,51.5239521
"33742989",NA,"trunk","3","yes","70 mph","A13","trunk",0.1685725,51.5200485,0.1632914,51.5211156
"33743001",NA,"trunk","3","yes","70 mph","A13","trunk",0.1694819,51.5200716,0.1738822,51.5184531
"33749846","Western Avenue","trunk","2","yes","40 mph","A40","trunk",-0.2490338,51.5138427,-0.2494088,51.5138226
"33752459","London Road","trunk","2",NA,"30 mph","A26","trunk",0.2600396,51.155201,0.2600969,51.1550026
"33752460","London Road","trunk","2",NA,"30 mph","A26","trunk",0.2602319,51.1546234,0.2605771,51.153815
"33795880",NA,"trunk","2","yes","70 mph","A12","trunk",0.9722018,51.9620199,0.9658106,51.9553196
"33836482","Canterbury Road","trunk","2",NA,"50 mph","A28","trunk",0.9519248,51.2153661,0.9522484,51.2155418
"33836483","Canterbury Road","trunk","2",NA,"50 mph","A28","trunk",0.9522484,51.2155418,0.9573567,51.2181168
"34003779","Wix Bypass","trunk","2",NA,"60 mph","A120","trunk",1.1429605,51.9137624,1.1435402,51.9138095
"34003780","Wix Bypass","trunk","2","no","60 mph","A120","trunk",1.1435402,51.9138095,1.1577171,51.9140865
"34054391","Newbury Bypass","trunk","2","yes","70 mph","A34","trunk",-1.3249532,51.4335095,-1.3246152,51.4337216
"34054392","Newbury Bypass","trunk","2","yes","70 mph","A34","trunk",-1.3246152,51.4337216,-1.319417,51.4408433
"34054393","Newbury Bypass","trunk","2","yes","70 mph","A34","trunk",-1.3246531,51.4335026,-1.3249775,51.4333031
"34054394","Newbury Bypass","trunk","2","yes","70 mph","A34","trunk",-1.3249775,51.4333031,-1.3460051,51.4197814
"34061764",NA,"trunk","2",NA,"50 mph","A33","trunk",-1.0219273,51.3200624,-1.021752,51.3202138
"34061861",NA,"trunk","1","yes","50 mph","A33","trunk",-1.0236033,51.3164803,-1.0238646,51.3161877
"34061862",NA,"trunk",NA,"yes","50 mph","A33","trunk",-1.0239528,51.3159796,-1.023983,51.316503
"34073040",NA,"trunk","2","yes","70 mph","A5","trunk",-0.7112058,52.0075938,-0.7115826,52.0081299
"34073041",NA,"trunk","2","yes","70 mph","A5","trunk",-0.7115826,52.0081299,-0.7152294,52.0111063
"34073042",NA,"trunk","2","yes","70 mph","A5","trunk",-0.7113671,52.008188,-0.7109757,52.007646
"34073043",NA,"trunk","2","yes","70 mph","A5","trunk",-0.7109757,52.007646,-0.7093938,52.0019677
"34073046","H10 Bletcham Way","trunk","2","yes","70 mph","A4146","trunk",-0.7098282,52.0083431,-0.7101043,52.008049
"34073047","H10 Bletcham Way","trunk","2","yes","70 mph","A4146","trunk",-0.7100675,52.0083575,-0.7093145,52.008759
"34127656",NA,"trunk","2","yes","70 mph","A414","trunk",-0.216555,51.7760098,-0.2158956,51.7759556
"34127657",NA,"trunk","2","yes","70 mph","A414","trunk",-0.2158956,51.7759556,-0.2132959,51.7755136
"34127658",NA,"trunk","2","yes","70 mph","A414","trunk",-0.2164637,51.7756763,-0.2180145,51.7758763
"34127659",NA,"trunk","2","yes","70 mph","A414","trunk",-0.2158754,51.7756653,-0.2164637,51.7756763
"34127729",NA,"trunk","2","yes","70 mph","A414","trunk",-0.2039394,51.7723865,-0.2034378,51.7723646
"34127730","Hertford Road","trunk","2","yes","70 mph","A414","trunk",-0.2034378,51.7723646,-0.2016496,51.7724761
"34127734",NA,"trunk","2","yes","70 mph","A414","trunk",-0.2034941,51.7722575,-0.2039206,51.7722726
"34127735",NA,"trunk","2","yes","70 mph","A414","trunk",-0.2045342,51.7723279,-0.2100664,51.7742233
"34131072",NA,"trunk","2","yes","70 mph","A414","trunk",-0.1504015,51.7881,-0.1486283,51.7893303
"34230366",NA,"trunk","2","yes","70 mph","A303","trunk",-1.211884,51.1985095,-1.2526137,51.1899831
"34230985","Berrygrove Interchange","trunk","3","yes","50 mph","A4008","trunk",-0.3688146,51.6723245,-0.3678177,51.6718921
"34230989","Berrygrove Interchange","trunk","3","yes","50 mph","A4008","trunk",-0.3697515,51.6718954,-0.3693519,51.6721525
"34230990","Berrygrove Interchange","trunk","3","yes","50 mph","A4008","trunk",-0.3683687,51.6711545,-0.3689437,51.6707266
"34230992","Berrygrove Interchange","trunk","3","yes","50 mph","A4008","trunk",-0.368013,51.6714231,-0.3683687,51.6711545
"34230996","Berrygrove Interchange","trunk","3","yes","50 mph","A4008","trunk",-0.3694852,51.6703582,-0.3697538,51.6701866
"34231013","Berrygrove Interchange","trunk","3","yes","50 mph","A4008","trunk",-0.3707974,51.6712087,-0.3697515,51.6718954
"34231014","Berrygrove Interchange","trunk","3","yes","50 mph","A4008","trunk",-0.3710428,51.6710412,-0.3707974,51.6712087
"34231028","Berrygrove Interchange","trunk","3","yes","50 mph","A4008","trunk",-0.3705304,51.6700266,-0.3712618,51.6703454
"34231035","Berrygrove Interchange","trunk","3","yes","50 mph","A4008","trunk",-0.3713685,51.6706471,-0.3713256,51.6707888
"34231037","Berrygrove Interchange","trunk","3","yes","50 mph","A4008","trunk",-0.3713124,51.6708158,-0.3712124,51.6709065
"34231846",NA,"trunk","2","yes","70 mph","A414","trunk",-0.3949566,51.7421627,-0.3955692,51.7423316
"34231848",NA,"trunk","2","yes","70 mph","A414","trunk",-0.3952481,51.7423613,-0.3945948,51.7421823
"34231857",NA,"trunk","2","yes","70 mph","A414","trunk",-0.397484,51.7429896,-0.396968,51.7428393
"34231859",NA,"trunk","2","yes","70 mph","A414","trunk",-0.3969655,51.7427108,-0.3975436,51.742873
"34392190",NA,"trunk","2",NA,"60 mph","A505","trunk",-0.6127222,51.8991483,-0.647966,51.9014953
"34401597","Grosvenor Road","trunk","2",NA,"20 mph","A3212","trunk",-0.1453565,51.485688,-0.1450272,51.4856527
"34401598","Chelsea Embankment","trunk","2",NA,"20 mph","A3212","trunk",-0.1545622,51.4849945,-0.1541747,51.4850661
"34401603","Bridgefoot","trunk","3","yes","20 mph","A202","trunk",-0.1239201,51.4864372,-0.1235292,51.4863898
"34401604","Bridgefoot","trunk","4","yes","20 mph","A202","trunk",-0.1248272,51.4866631,-0.1246066,51.4865777
"34401606","Parry Street","trunk","5","yes","20 mph","A202","trunk",-0.1251814,51.4843826,-0.1257455,51.4844156
"34401607","Parry Street","trunk","4","yes","20 mph","A202","trunk",-0.1246061,51.4843475,-0.1249437,51.4843675
"34401609","Bridgefoot","trunk","3","yes","20 mph","A202","trunk",-0.1244915,51.4863908,-0.1250146,51.4866774
"34417528","Westmill Bypass","trunk","2",NA,"50 mph","A602","trunk",-0.0605816,51.8305092,-0.0602499,51.8298347
"34433562","Victoria Street","trunk","3","yes","20 mph","A302","trunk",-0.1418495,51.4965818,-0.1423144,51.4965244
"34511916",NA,"trunk","2","yes","50 mph","A10","trunk",-0.0104425,51.9359026,-0.0109921,51.9360652
"34511946",NA,"trunk","2",NA,"50 mph","A10","trunk",-0.0104425,51.9359026,-0.0094906,51.9348355
"34512046","Buntingford Bypass","trunk","2","yes","60 mph","A10","trunk",-0.0122113,51.9363771,-0.0115685,51.9364837
"34512076","Buntingford Bypass","trunk","2",NA,"60 mph","A10","trunk",-0.0122113,51.9363771,-0.0132346,51.93648
"34528711","Grosvenor Road","trunk",NA,NA,"20 mph","A3212","trunk",-0.135812,51.4854916,-0.135035,51.4856263
"34528712","Camberwell New Road","trunk",NA,NA,"30 mph","A202","trunk",-0.110897,51.4813787,-0.1107568,51.481318
"34619258","Blackwall Tunnel Northern Approach","trunk","3","yes","40 mph","A12","trunk",-0.010392,51.52148,-0.0101162,51.5191788
"34619265","Blackwall Tunnel Northern Approach","trunk","3","yes","30 mph","A12","trunk",-0.00826,51.5136592,-0.0083391,51.5142214
"34638770",NA,"trunk","2","yes","40 mph","A414","trunk",-0.082175,51.7949898,-0.0872221,51.7957119
"34638771",NA,"trunk","2","yes","40 mph","A414","trunk",-0.0820196,51.7948788,-0.082175,51.7949898
"34638773",NA,"trunk","2","yes","40 mph","A414","trunk",-0.0820888,51.7950618,-0.0818889,51.7949191
"34638778",NA,"trunk","2","yes","40 mph","A414","trunk",-0.0818889,51.7949191,-0.0789369,51.7943812
"34663474",NA,"trunk","2","yes","70 mph","A5","trunk",-0.7206511,52.0129867,-0.726928,52.0132245
"34663476",NA,"trunk","2","yes","70 mph","A5","trunk",-0.7197909,52.0128061,-0.7206511,52.0129867
"34663486",NA,"trunk","2","yes","70 mph","A5","trunk",-0.720646,52.0131383,-0.7197988,52.0129638
"34663490",NA,"trunk","2","yes","70 mph","A5","trunk",-0.7197988,52.0129638,-0.7162892,52.0118109
"34665669","H10 Bletcham Way","trunk","2","yes","70 mph","A4146","trunk",-0.6884305,52.016208,-0.6888201,52.0159316
"34665672","H10 Bletcham Way","trunk","2","yes","70 mph","A4146","trunk",-0.6886736,52.0162858,-0.6855971,52.0180792
"34669434","H10 Bletcham Way","trunk","2","yes","70 mph","A4146","trunk",-0.6888201,52.0159316,-0.6911016,52.0141059
"34669436","H10 Bletcham Way","trunk","2","yes","70 mph","A4146","trunk",-0.6952386,52.0125365,-0.6948642,52.0125529
"34670302","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7112652,52.0290998,-0.7129054,52.0282887
"34670303","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7129054,52.0282887,-0.7208052,52.025808
"34670304","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7130176,52.0283745,-0.7113735,52.0291783
"34670305","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7113735,52.0291783,-0.7082521,52.0310576
"34703114","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7634639,52.0034516,-0.7632578,52.003633
"34703115","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7632578,52.003633,-0.7605763,52.0061185
"34703116","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7631292,52.0035625,-0.7633242,52.0033913
"34703117","H8 Standing Way","trunk","3","yes","70 mph","A421","trunk",-0.7633242,52.0033913,-0.763539,52.0030113
"34703132","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7605763,52.0061185,-0.7603533,52.0063055
"34703133","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7603533,52.0063055,-0.7566168,52.0087301
"34703134","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7601705,52.006212,-0.7604171,52.006027
"34703136","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7604171,52.006027,-0.7631292,52.0035625
"34707197","Kingston Road","trunk",NA,"yes",NA,"A243","trunk",-0.3304831,51.3165827,-0.3304022,51.3163366
"34715997","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.6964045,52.0335626,-0.6975568,52.0335233
"34715998","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.6956688,52.0335826,-0.6964045,52.0335626
"34716014","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.6963917,52.0337209,-0.6956916,52.0337377
"34716016","H8 Standing Way","trunk","3","yes","70 mph","A421","trunk",-0.6934346,52.0337956,-0.6922161,52.0340175
"34748795",NA,"trunk","2","yes","70 mph","A243","trunk",-0.3256202,51.3095377,-0.3236016,51.3072647
"34748796",NA,"trunk","2","yes","70 mph","A243","trunk",-0.3260794,51.3098847,-0.3256202,51.3095377
"34748798",NA,"trunk","2","yes","70 mph","A243","trunk",-0.3257632,51.3094461,-0.3262304,51.3097964
"34748799",NA,"trunk","2","yes","70 mph","A243","trunk",-0.3262304,51.3097964,-0.3296408,51.3150679
"34748843",NA,"trunk","2","yes","70 mph","A243","trunk",-0.3235447,51.3070906,-0.3234111,51.3053154
"34748844",NA,"trunk","2","yes","70 mph","A243","trunk",-0.3236016,51.3072647,-0.3235447,51.3070906
"34748850",NA,"trunk","2","yes","70 mph","A243","trunk",-0.3236923,51.3069948,-0.3237466,51.3071652
"34748852",NA,"trunk","2","yes","70 mph","A243","trunk",-0.3237466,51.3071652,-0.3257632,51.3094461
"34760280","Leatherhead By-Pass","trunk","3",NA,"40 mph","A243","trunk",-0.3218343,51.3023398,-0.3167528,51.2989331
"34771656","Kent's Lane","trunk","2",NA,"30 mph","A120","trunk",0.0191368,51.8839361,0.0249406,51.8838407
"34771658",NA,"trunk","2",NA,"30 mph","A120","trunk",0.025524,51.8836985,0.0260232,51.8836563
"34789088","V11 Tongwell Street","trunk","2","yes","70 mph","A4146","trunk",-0.6914497,52.0309736,-0.6913968,52.0306828
"34789089","V11 Tongwell Street","trunk","2","yes","70 mph","A4146","trunk",-0.6912693,52.0301518,-0.6903412,52.026956
"34789096","V11 Tongwell Street","trunk","2","yes","70 mph","A4146","trunk",-0.6916801,52.0309624,-0.6916837,52.0329508
"34789097","V11 Tongwell Street","trunk","2","yes","70 mph","A4146","trunk",-0.6916382,52.0306679,-0.6916801,52.0309624
"34836427","Epsom Road","trunk","2",NA,"30 mph","A24","trunk",-0.2967902,51.3107434,-0.2946325,51.3117074
"34836456","The Street","trunk","2",NA,"30 mph","A24","trunk",-0.3009498,51.3088752,-0.2996493,51.3093595
"34836896","Epsom Road","trunk","2",NA,"40 mph","A24","trunk",-0.2946325,51.3117074,-0.2886391,51.3199744
"34837614","Mickleham Bypass","trunk","2","yes","50 mph","A24","trunk",-0.3303549,51.2683512,-0.3254991,51.2702397
"34892444",NA,"trunk","2",NA,"50 mph","A44","trunk",-1.4354564,51.9077007,-1.4125293,51.8989742
"34942602","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.725117,52.0257277,-0.7241329,52.0257016
"34942603","H8 Standing Way","trunk","2","yes",NA,"A421","trunk",-0.7241329,52.0257016,-0.7226473,52.0257379
"34942604","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7241411,52.0255874,-0.7251299,52.0256153
"34942605","H8 Standing Way","trunk","2","yes","70 mph","A421","trunk",-0.7251299,52.0256153,-0.7292211,52.0253704
"35035355",NA,"trunk","2",NA,"50 mph","A44","trunk",-1.3689356,51.864071,-1.3685424,51.8638199
"35035356",NA,"trunk","2",NA,"50 mph","A44","trunk",-1.3685424,51.8638199,-1.3620224,51.857292
"35039473","Basingstoke Road","trunk","3","yes","40 mph","A33","trunk",-0.9732004,51.4152257,-0.9740097,51.4164482
"35039475","Basingstoke Road","trunk","3","yes","40 mph","A33","trunk",-0.973288,51.4167152,-0.9732182,51.4166689
"35039588","High Street","trunk","2",NA,"40 mph","A25","trunk",0.2136762,51.2894492,0.2156698,51.2892123
"35039596","Seal Road","trunk","2",NA,"30 mph","A25","trunk",0.1956357,51.2885623,0.2032528,51.2889455
"35048110","North Western Avenue","trunk","2",NA,"60 mph","A41","trunk",-0.3472415,51.6557203,-0.3501504,51.6576164
"35051128","Tonwell Bypass Road","trunk","2",NA,"60 mph","A602","trunk",-0.0678475,51.8374057,-0.0651494,51.8356732
"35077133","High Street","trunk","2",NA,"30 mph","A25","trunk",0.2156698,51.2892123,0.221995,51.2884549
"35085540","Euston Road","trunk","3","yes","20 mph","A501","trunk",-0.1350198,51.5259264,-0.1341472,51.5262159
"35099881","Western By-pass Road","trunk","2","yes","70 mph","A34","trunk",-1.3033619,51.7806609,-1.3031176,51.7810827
"35099883","Western By-pass Road","trunk","2","yes","70 mph","A34","trunk",-1.3029497,51.7810462,-1.3031905,51.7806236
"35099884","Western By-pass Road","trunk","2","yes","70 mph","A34","trunk",-1.3031905,51.7806236,-1.3039229,51.7789689
"35104384","Sevenoaks Road","trunk","2",NA,"30 mph","A25","trunk",0.2995667,51.2925208,0.3019284,51.2924705
"35104392","Sevenoaks Road","trunk","1","yes","50 mph","A25","trunk",0.2682745,51.2780349,0.2665677,51.2771957
"35104393","Sevenoaks Road","trunk","1","yes","50 mph","A25","trunk",0.2665677,51.2771957,0.263637,51.2773465
"35104397","Maidstone Road","trunk","2",NA,"50 mph","A25","trunk",0.224631,51.2876223,0.2478805,51.2822179
"35112177","London Road","trunk","2","yes","30 mph","A25","trunk",0.1699593,51.2848443,0.1700684,51.2837194
"35168765","Warwick Road","trunk","2","yes","30 mph","A3220","trunk",-0.2019266,51.4940333,-0.2058292,51.4966614
"35168883","Blackwall Tunnel","trunk","2","yes","30 mph","A102","trunk",-0.0069077,51.5099462,-0.0068238,51.5096098
"35200552","Maidstone Road","trunk","2",NA,"30 mph","A25","trunk",0.2223693,51.2883832,0.224631,51.2876223
"35206812","Blackwall Tunnel Approach","trunk","3","yes","50 mph","A102","trunk",0.0150308,51.4881224,0.0164139,51.4875447
"35206813","Blackwall Tunnel Approach","trunk","3","yes","50 mph","A102","trunk",0.0192692,51.4853597,0.0198378,51.4848181
"35206815","Blackwall Tunnel Approach","trunk","3","yes","50 mph","A102","trunk",0.019132,51.4853083,0.0182877,51.4861194
"35206816","Blackwall Tunnel Approach","trunk","3","yes","50 mph","A102","trunk",0.0149423,51.4880346,0.0134349,51.488667
"35208207","Bradbourne Vale Road","trunk","2",NA,"30 mph","A25","trunk",0.1731977,51.2859486,0.1738688,51.2861782
"35216955","Well Hall Road","trunk","2",NA,"30 mph","A205","trunk",0.0494977,51.4608002,0.0525605,51.4668505
"35281958","The Causeway","trunk","2",NA,"30 mph","A44","trunk",-1.3592244,51.8493895,-1.3579923,51.8487468
"35400434","Archway Road","trunk","3","yes","20 mph","A1","trunk",-0.134663,51.5666209,-0.13377,51.5663281
"35421694",NA,"trunk","3",NA,"50 mph","A33","trunk",-1.0458207,51.2930214,-1.0456723,51.2931583
"35444720",NA,"trunk","1","yes","30 mph","A133","trunk",1.1478652,51.8046063,1.1474137,51.8050484
"35444721",NA,"trunk","1","yes","30 mph","A133","trunk",1.1474137,51.8050484,1.1481084,51.8048153
"35444726","London Road","trunk","2","yes","30 mph","A133","trunk",1.1483388,51.8039182,1.1482159,51.8042765
"35444729","London Road","trunk","2",NA,"30 mph","A133","trunk",1.1483388,51.8039182,1.1493509,51.800463
"35468811",NA,"trunk","2","yes","70 mph","A34","trunk",-1.310233,51.6696411,-1.3104543,51.6692254
"35468813",NA,"trunk","2","yes","70 mph","A34","trunk",-1.311138,51.6682391,-1.3109264,51.6686731
"35468814",NA,"trunk","2","yes","70 mph","A34","trunk",-1.3109796,51.6682068,-1.3124049,51.6653014
"35592715","Cheam Road","trunk","2",NA,"30 mph","A232","trunk",-0.2411074,51.3461399,-0.2400485,51.3459818
"35597477",NA,"trunk","1","yes","40 mph","A41","trunk",-0.4326225,51.6872552,-0.4323685,51.687068
"35597480",NA,"trunk","2","yes","40 mph","A41","trunk",-0.4350319,51.689417,-0.4352527,51.6896489
