"osm_id","name","active_traffic_management","admin_name","alt_name","bicycle","bridge","bridge.alt_name","bridge.alt_name.wikidata","bridge.name","bridge.name.wikidata","bridge.ref","bridge_ref","carriageway_ref","change","change.lanes","construction_contract_name","covered","cutting","cycleway.left","description","destination","destination.lanes","destination.ref","destination.ref.lanes","destination.ref.to","destination.ref.to.lanes","destination.symbol","destination.symbol.lanes","embankment","enforcement.maxspeed","expressway","fixme","hazard","highway","incline","int_ref","is_in","junction","junction.ref","lane_markings","lanes","lanes.bus","layer","lit","loc_name","maxheight","maxheight.signed","maxspeed","maxspeed.enforcement","maxspeed.type","maxspeed.variable","mkgmap.flare.check","motor_vehicle.conditional","motorway","national_highways.area","note","old_ref","oneway","operator","operator.wikidata","placement","project_name","proposed.active_traffic_management","proposed.lanes","ref","ref_direction","shoulder","shoulder.surface","shoulder.width","smoothness","source","source.bridge","source.destination","source.lit","source.maxspeed","source.operator","source.ref","start_date","surface","toll","toll.motorcycle","tunnel","tunnel.name","turn.lanes","width","width.lanes","wikidata","start_longitude","start_latitude","end_longitude","end_latitude"
"4319812",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,NA,"no",NA,NA,"no","70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paved",NA,NA,NA,NA,NA,NA,NA,NA,0.1997251,51.3870071,0.182731,51.389611
"4319813",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,"London Orbital Motorway","(M11, M1);Dartford Crossing;Stansted",NA,NA,NA,NA,NA,"airport",NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.1924598,51.3868808,0.1926412,51.3871557
"4319816",NA,"yes",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,"London Orbital Motorway","(M23, M3, M4);Gatwick;Heathrow;Bromley (A21)",NA,"M25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","peak_traffic",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.1947219,51.3897757,0.1943493,51.3892397
"4349475",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,"Hendon Urban Motorway","Central London (West End);Brent Cross;(North Circular, A406 West)",NA,"M1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"yes",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.2395795,51.6039885,-0.235608,51.5934293
"4349490",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"average",NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,NA,"no",NA,"default",NA,"70 mph",NA,"GB:motorway","yes",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.5037684,51.949096,-0.5000021,51.9445793
"4349491",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"3",NA,NA,"no",NA,"default",NA,"70 mph",NA,"GB:motorway","yes",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4373926,51.8670553,-0.4639813,51.8862243
"4349492",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"average",NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,NA,"no",NA,"default",NA,"70 mph",NA,"GB:motorway","yes",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.5039714,51.9489979,-0.519258,51.960069
"4349509",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,NA,"yes",NA,"default",NA,"70 mph",NA,"GB:motorway","peak_traffic",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.415865,51.7645595,-0.401145,51.7441431
"4349510",NA,"yes",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","peak_traffic",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4157268,51.7650054,-0.415865,51.7645595
"4349512",NA,"yes",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","peak_traffic",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.416138,51.7646197,-0.4160138,51.7650611
"4349513",NA,"yes",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","peak_traffic",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4144721,51.7693978,-0.4145044,51.7692935
"4349515",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","peak_traffic",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4160138,51.7650611,-0.4147942,51.7692723
"4349516",NA,"yes",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","peak_traffic",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4147942,51.7692723,-0.4147672,51.7693866
"4349518",NA,"yes",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","yes",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4108341,51.7883289,-0.410816,51.7881056
"4349520",NA,"yes",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","yes",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,"St. Albans By-Pass",NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4110862,51.7878366,-0.4111069,51.788093
"4349521",NA,"yes",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","yes",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,"St. Albans By-Pass",NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4112916,51.7912358,-0.4112559,51.7910611
"4349523",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","yes",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4111069,51.788093,-0.4115466,51.7910646
"4349524",NA,"yes",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 13",NA,NA,NA,NA,"4",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","yes",NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,"St. Albans By-Pass",NA,NA,"M1",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4115466,51.7910646,-0.4115813,51.7912333
"4373343",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,"London Orbital Motorway","(M11);Maidstone (M20);Dartford Crossing;Westerham",NA,"M25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"yes",NA,"default",NA,"70 mph",NA,"GB:motorway","peak_traffic",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M25",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.1439495,51.2653651,-0.1224828,51.2630704
"4380882",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.612355,51.2611755,0.6123758,51.2626869
"4380891","Hollingbourne Interchange","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,"roundabout",NA,NA,"2",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.6133481,51.2645444,0.6148012,51.2634875
"4380924",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"concrete",NA,NA,NA,NA,NA,NA,NA,NA,0.6418861,51.2491848,0.637019,51.252152
"4390298",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paved",NA,NA,NA,NA,NA,NA,NA,NA,0.8593354,51.1657508,0.8420084,51.1773915
"4390299",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paved",NA,NA,NA,NA,NA,NA,NA,NA,0.8422506,51.1775112,0.8613257,51.1646813
"4390301",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.8686411,51.1603031,0.8685031,51.1603692
"4390302",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.8670247,51.1611013,0.8593354,51.1657508
"4390304",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.8685031,51.1603692,0.8671649,51.1610288
"4390305",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.8671607,51.1612079,0.8673019,51.1611361
"4390307",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.8673019,51.1611361,0.8686379,51.1604769
"4394117",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"concrete",NA,NA,NA,NA,NA,NA,NA,NA,0.6778242,51.236587,0.837358,51.1821648
"4394118",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"concrete",NA,NA,NA,NA,NA,NA,NA,NA,0.8371846,51.1820401,0.6776759,51.2364507
"4394121",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paved",NA,NA,NA,NA,NA,NA,NA,NA,0.8420084,51.1773915,0.8372792,51.1819425
"4401048",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.8815161,51.1550946,0.8821943,51.154804
"4401049",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.8820548,51.1546716,0.8813703,51.1549541
"4401050",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.8821943,51.154804,0.893203,51.1501695
"4401052",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.9036001,51.143194,0.8934759,51.1498076
"4438055",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.9051887,51.1421564,0.9053788,51.1420082
"4438057",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.9741574,51.1085988,0.9074879,51.139991
"4438058",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"4",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.9052694,51.1418639,0.9050593,51.1420305
"4479448",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,"London Orbital Motorway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15;E 30",NA,NA,NA,NA,"3",NA,NA,"no",NA,"default",NA,"70 mph",NA,"GB:motorway","peak_traffic",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.0104143,51.6806312,0.0132568,51.6793932
"4479449",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,"London Orbital Motorway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15;E 30",NA,NA,NA,NA,"4",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","peak_traffic",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,0.1103183,51.6824352,0.1085037,51.6831893
"4479450","Bell Common Tunnel","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,"London Orbital Motorway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15;E 30",NA,NA,NA,NA,"3",NA,"-1","24/7",NA,"default",NA,"70 mph",NA,"GB:motorway","peak_traffic",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"M25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,"yes",NA,NA,NA,NA,NA,0.0895993,51.689762,0.09696,51.6891103
